"Practice.Code","ICB.NAME","IMD","IMD_quintile"
"E84008","North West London",16.64666761,2
"E84009","North West London",19.21643393,3
"E84011","North West London",28.3846203,4
"E84012","North West London",24.84736363,4
"E84013","North West London",38.60411355,5
"E84014","North West London",17.10810974,2
"E84015","North West London",20.54193389,3
"E84017","North West London",19.01709444,3
"E84018","North West London",12.89161724,2
"E84020","North West London",19.2766974,3
"E84021","North West London",27.99675893,4
"E84022","North West London",20.44667878,3
"E84024","North West London",8.379485521,1
"E84025","North West London",22.66836879,3
"E84028","North West London",40.0962919,5
"E84030","North West London",29.49874094,4
"E84031","North West London",42.12907,5
"E84032","North West London",25.62569943,4
"E84033","North West London",25.21527464,4
"E84036","North West London",30.46474055,4
"E84039","North West London",16.08555,2
"E84040","North West London",14.00383292,2
"E84042","North West London",33.21472929,5
"E84044","North West London",17.53119958,2
"E84048","North West London",18.82686515,3
"E84049","North West London",20.20873218,3
"E84051","North West London",22.23513863,3
"E84053","North West London",10.00762875,1
"E84057","North West London",13.16586051,2
"E84058","North West London",17.80499111,2
"E84059","North West London",13.76679817,2
"E84061","North West London",11.07702224,1
"E84062","North West London",18.10141236,2
"E84063","North West London",23.45814954,3
"E84066","North West London",24.94321741,4
"E84067","North West London",20.1830559,3
"E84068","North West London",10.61595236,1
"E84069","North West London",17.49680166,2
"E84070","North West London",13.62738382,2
"E84074","North West London",34.80243323,5
"E84075","North West London",16.0752959,2
"E84076","North West London",28.7269923,4
"E84078","North West London",18.20359895,2
"E84080","North West London",22.78155936,3
"E84083","North West London",16.45406372,2
"E84086","North West London",22.53947142,3
"E84601","North West London",14.87335847,2
"E84617","North West London",18.90951264,3
"E84620","North West London",19.20401722,3
"E84626","North West London",22.18004769,3
"E84635","North West London",22.96563046,3
"E84637","North West London",41.19877415,5
"E84638","North West London",21.9839942,3
"E84645","North West London",35.1329687,5
"E84646","North West London",15.22395509,2
"E84647","North West London",14.91631545,2
"E84653","North West London",17.93871705,2
"E84656","North West London",31.86140235,4
"E84658","North West London",20.5107242,3
"E84663","North West London",14.13864509,2
"E84665","North West London",32.97356348,5
"E84674","North West London",26.54475104,4
"E84676","North West London",16.2539528,2
"E84678","North West London",20.75231653,3
"E84680","North West London",16.49879152,2
"E84681","North West London",18.93633515,3
"E84684","North West London",28.57086637,4
"E84685","North West London",19.27509302,3
"E84693","North West London",15.2926812,2
"E84699","North West London",19.18134181,3
"E84701","North West London",22.25528499,3
"E84702","North West London",25.40382326,4
"E84704","North West London",30.0461575,4
"E84709","North West London",22.55404912,3
"E84713","North West London",17.27440484,2
"E85001","North West London",16.30430715,2
"E85003","North West London",22.46699442,3
"E85004","North West London",26.20978594,4
"E85005","North West London",30.1975247,4
"E85006","North West London",32.22679921,4
"E85007","North West London",17.38285912,2
"E85008","North West London",23.78191292,3
"E85012","North West London",27.47987731,4
"E85013","North West London",22.12434373,3
"E85014","North West London",11.61961632,1
"E85015","North West London",21.57344233,3
"E85016","North West London",24.24028619,3
"E85018","North West London",23.89049396,3
"E85019","North West London",27.44853879,4
"E85020","North West London",21.32550242,3
"E85021","North West London",29.80197837,4
"E85023","North West London",26.26949453,4
"E85024","North West London",23.08842171,3
"E85025","North West London",20.32405549,3
"E85026","North West London",19.9322688,3
"E85028","North West London",20.18278414,3
"E85029","North West London",18.99368218,3
"E85030","North West London",13.7528095,2
"E85032","North West London",23.78331654,3
"E85033","North West London",23.99829194,3
"E85034","North West London",26.40001609,4
"E85035","North West London",25.52702494,4
"E85038","North West London",13.31887213,2
"E85040","North West London",14.67986655,2
"E85041","North West London",21.71519172,3
"E85042","North West London",26.8476042,4
"E85045","North West London",20.78200344,3
"E85046","North West London",22.96366536,3
"E85048","North West London",32.02883484,4
"E85049","North West London",28.90946085,4
"E85050","North West London",21.77915393,3
"E85051","North West London",27.86412262,4
"E85052","North West London",22.12196174,3
"E85053","North West London",26.48839087,4
"E85054","North West London",16.12950234,2
"E85055","North West London",28.45994651,4
"E85056","North West London",23.15845169,3
"E85057","North West London",12.37357971,1
"E85058","North West London",22.00531559,3
"E85059","North West London",21.98513535,3
"E85060","North West London",16.36292393,2
"E85061","North West London",28.11291817,4
"E85062","North West London",21.13531693,3
"E85064","North West London",29.17053267,4
"E85066","North West London",12.0147336,1
"E85069","North West London",23.55019271,3
"E85071","North West London",23.67411243,3
"E85074","North West London",19.62134517,3
"E85075","North West London",20.4211031,3
"E85077","North West London",27.71911777,4
"E85083","North West London",26.25840941,4
"E85088","North West London",30.09063769,4
"E85090","North West London",26.52516719,4
"E85091","North West London",20.74845818,3
"E85096","North West London",23.76617243,3
"E85098","North West London",28.79001119,4
"E85099","North West London",19.14629794,3
"E85103","North West London",26.70317402,4
"E85107","North West London",28.5729802,4
"E85108","North West London",26.68555742,4
"E85109","North West London",29.32495436,4
"E85111","North West London",18.54275173,3
"E85112","North West London",14.39221363,2
"E85113","North West London",16.71266052,2
"E85114","North West London",22.94346048,3
"E85115","North West London",23.43380859,3
"E85116","North West London",21.05781136,3
"E85118","North West London",18.99844292,3
"E85119","North West London",26.16498866,4
"E85120","North West London",21.5582441,3
"E85121","North West London",26.04514049,4
"E85122","North West London",17.38935928,2
"E85123","North West London",16.67762783,2
"E85124","North West London",23.13621298,3
"E85125","North West London",20.78915193,3
"E85126","North West London",22.1333485,3
"E85127","North West London",18.49121768,3
"E85128","North West London",18.74265542,3
"E85129","North West London",20.8286279,3
"E85130","North West London",18.91687699,3
"E85600","North West London",16.27797319,2
"E85605","North West London",25.35197431,4
"E85617","North West London",21.22064538,3
"E85623","North West London",23.87466975,3
"E85624","North West London",29.46783081,4
"E85625","North West London",14.89706784,2
"E85628","North West London",15.07705229,2
"E85630","North West London",25.35797272,4
"E85633","North West London",27.29029324,4
"E85635","North West London",23.77192835,3
"E85636","North West London",21.49745401,3
"E85640","North West London",24.97650424,4
"E85643","North West London",20.65320455,3
"E85649","North West London",19.51953601,3
"E85656","North West London",27.79854336,4
"E85657","North West London",21.23460995,3
"E85658","North West London",16.74002926,2
"E85659","North West London",32.59337821,4
"E85663","North West London",28.15339541,4
"E85677","North West London",24.47848764,3
"E85680","North West London",22.68489482,3
"E85681","North West London",26.03199383,4
"E85682","North West London",29.41202554,4
"E85683","North West London",13.33491369,2
"E85685","North West London",12.6340271,1
"E85687","North West London",21.83621193,3
"E85692","North West London",15.40875089,2
"E85693","North West London",15.21064579,2
"E85694","North West London",13.52549051,2
"E85696","North West London",22.99168254,3
"E85697","North West London",24.0009449,3
"E85699","North West London",25.50864669,4
"E85707","North West London",22.8152429,3
"E85708","North West London",22.82908424,3
"E85712","North West London",30.31520305,4
"E85713","North West London",21.28736431,3
"E85714","North West London",13.74936643,2
"E85715","North West London",31.95345095,4
"E85716","North West London",22.43534907,3
"E85718","North West London",21.26584581,3
"E85719","North West London",14.21830983,2
"E85721","North West London",26.33700141,4
"E85725","North West London",22.72704703,3
"E85726","North West London",21.2017739,3
"E85734","North West London",23.00435668,3
"E85735","North West London",24.99487638,4
"E85736","North West London",24.54770986,3
"E85739","North West London",25.12899797,4
"E85740","North West London",21.42311088,3
"E85743","North West London",25.63023388,4
"E85744","North West London",21.14801793,3
"E85745","North West London",25.69730408,4
"E85746","North West London",17.42542926,2
"E85748","North West London",26.71234789,4
"E85750","North West London",18.37813412,3
"E86001","North West London",9.961991528,1
"E86003","North West London",25.1465014,4
"E86004","North West London",26.42984482,4
"E86005","North West London",13.46552972,2
"E86006","North West London",9.716953663,1
"E86007","North West London",18.20314372,2
"E86009","North West London",16.16016669,2
"E86010","North West London",27.49150682,4
"E86011","North West London",9.143223285,1
"E86012","North West London",8.464001544,1
"E86014","North West London",9.154372836,1
"E86015","North West London",17.52338365,2
"E86016","North West London",20.81931829,3
"E86017","North West London",23.79807297,3
"E86018","North West London",26.57934255,4
"E86019","North West London",24.24319851,3
"E86020","North West London",26.40704105,4
"E86022","North West London",8.575457586,1
"E86024","North West London",8.356693513,1
"E86026","North West London",22.6360946,3
"E86027","North West London",27.68202759,4
"E86028","North West London",7.596172871,1
"E86029","North West London",21.87376444,3
"E86030","North West London",13.18459135,2
"E86033","North West London",8.7244565,1
"E86034","North West London",20.00618157,3
"E86036","North West London",11.97793871,1
"E86038","North West London",21.56185195,3
"E86041","North West London",13.566728,2
"E86042","North West London",26.82296751,4
"E86605","North West London",12.05528922,1
"E86609","North West London",23.93784342,3
"E86610","North West London",26.45839205,4
"E86612","North West London",22.94472714,3
"E86615","North West London",14.57570011,2
"E86618","North West London",13.55028491,2
"E86619","North West London",7.249462017,1
"E86620","North West London",21.99483696,3
"E86625","North West London",26.72711483,4
"E86626","North West London",9.748240343,1
"E86629","North West London",12.67288782,1
"E86632","North West London",16.2207071,2
"E86637","North West London",23.36867157,3
"E86640","North West London",9.414417756,1
"E87002","North West London",18.88636608,3
"E87003","North West London",32.47035344,4
"E87004","North West London",19.56026988,3
"E87005","North West London",15.56114825,2
"E87006","North West London",24.38952472,3
"E87007","North West London",22.71055009,3
"E87008","North West London",32.83093183,4
"E87009","North West London",20.15766867,3
"E87010","North West London",17.47654569,2
"E87011","North West London",34.1307996,5
"E87013","North West London",14.09707511,2
"E87016","North West London",16.0398344,2
"E87021","North West London",29.00096374,4
"E87024","North West London",39.68572981,5
"E87026","North West London",34.91330895,5
"E87029","North West London",23.55457057,3
"E87034","North West London",21.28614787,3
"E87037","North West London",18.11963854,2
"E87038","North West London",29.36597071,4
"E87043","North West London",13.55332056,2
"E87045","North West London",25.96220916,4
"E87046","North West London",17.37784361,2
"E87047","North West London",24.64343733,4
"E87048","North West London",14.39804717,2
"E87052","North West London",29.35057959,4
"E87061","North West London",17.40457503,2
"E87063","North West London",22.73081589,3
"E87065","North West London",32.22091455,4
"E87066","North West London",18.29072665,3
"E87067","North West London",32.43155796,4
"E87069","North West London",22.30044114,3
"E87070","North West London",16.05239808,2
"E87609","North West London",11.66394508,1
"E87637","North West London",26.55265305,4
"E87648","North West London",12.94086713,2
"E87663","North West London",22.57191927,3
"E87665","North West London",15.86408705,2
"E87677","North West London",15.9541844,2
"E87681","North West London",20.59899393,3
"E87701","North West London",14.8016661,2
"E87702","North West London",12.79997592,2
"E87706","North West London",36.44016155,5
"E87714","North West London",23.71060807,3
"E87715","North West London",13.21736161,2
"E87720","North West London",19.7858986,3
"E87722","North West London",14.9110641,2
"E87733","North West London",36.85789466,5
"E87737","North West London",12.91723308,2
"E87738","North West London",13.79034001,2
"E87739","North West London",21.34152624,3
"E87740","North West London",21.12758609,3
"E87741","North West London",29.43831704,4
"E87742","North West London",38.08424554,5
"E87745","North West London",12.58470344,1
"E87746","North West London",21.59567731,3
"E87750","North West London",22.96932791,3
"E87751","North West London",30.37064045,4
"E87753","North West London",19.56189128,3
"E87754","North West London",14.32167459,2
"E87755","North West London",30.47466082,4
"E87756","North West London",24.78350893,4
"E87762","North West London",22.13220298,3
"E87768","North West London",22.46920959,3
"F81001","Mid and South Essex",10.27411876,1
"F81003","Mid and South Essex",29.29328444,4
"F81004","Hertfordshire and West Essex",10.67405487,1
"F81006","Mid and South Essex",36.75603932,5
"F81007","Mid and South Essex",17.64469587,2
"F81009","Hertfordshire and West Essex",8.118856511,1
"F81010","Mid and South Essex",25.78127658,4
"F81011","Mid and South Essex",9.683701964,1
"F81012","Suffolk and North East Essex",12.49958671,1
"F81013","Mid and South Essex",7.408207133,1
"F81014","Mid and South Essex",17.55577569,2
"F81015","Hertfordshire and West Essex",8.187811091,1
"F81017","Suffolk and North East Essex",28.03706,4
"F81019","Suffolk and North East Essex",28.89313973,4
"F81020","Mid and South Essex",13.82524373,2
"F81021","Suffolk and North East Essex",20.96299865,3
"F81022","Mid and South Essex",15.37062353,2
"F81023","Mid and South Essex",10.56716079,1
"F81024","Mid and South Essex",14.93242181,2
"F81025","Mid and South Essex",27.35350973,4
"F81026","Suffolk and North East Essex",19.47954938,3
"F81027","Hertfordshire and West Essex",23.15809637,3
"F81028","Suffolk and North East Essex",7.677449789,1
"F81029","Mid and South Essex",21.65610526,3
"F81030","Mid and South Essex",15.69761892,2
"F81031","Mid and South Essex",34.89529518,5
"F81032","Mid and South Essex",11.4222298,1
"F81034","Hertfordshire and West Essex",8.205650662,1
"F81036","Mid and South Essex",12.91092286,2
"F81037","Suffolk and North East Essex",45.31723742,5
"F81038","Mid and South Essex",11.43789162,1
"F81040","Mid and South Essex",13.90714099,2
"F81041","Mid and South Essex",14.29599244,2
"F81042","Suffolk and North East Essex",21.8287872,3
"F81043","Hertfordshire and West Essex",14.58762741,2
"F81044","Suffolk and North East Essex",14.06479921,2
"F81045","Mid and South Essex",7.771658477,1
"F81046","Mid and South Essex",17.26012751,2
"F81047","Hertfordshire and West Essex",23.21588704,3
"F81048","Hertfordshire and West Essex",14.22677306,2
"F81049","Hertfordshire and West Essex",17.0142228,2
"F81051","Mid and South Essex",26.05196887,4
"F81052","Suffolk and North East Essex",39.19166729,5
"F81053","Hertfordshire and West Essex",8.072286912,1
"F81055","Mid and South Essex",7.892902474,1
"F81056","Hertfordshire and West Essex",15.17267379,2
"F81057","Mid and South Essex",12.84867222,2
"F81060","Mid and South Essex",31.17102449,4
"F81061","Mid and South Essex",9.782962904,1
"F81062","Hertfordshire and West Essex",14.5101942,2
"F81065","Mid and South Essex",10.28879368,1
"F81066","Mid and South Essex",6.60984107,1
"F81067","Suffolk and North East Essex",13.5271705,2
"F81068","Mid and South Essex",16.41703381,2
"F81069","Suffolk and North East Essex",13.84539157,2
"F81071","Mid and South Essex",12.48596414,1
"F81072","Hertfordshire and West Essex",12.95511849,2
"F81075","Mid and South Essex",12.25378513,1
"F81076","Mid and South Essex",11.39749915,1
"F81078","Hertfordshire and West Essex",13.095355,2
"F81080","Mid and South Essex",7.104408996,1
"F81081","Mid and South Essex",33.82536716,5
"F81082","Mid and South Essex",17.48958154,2
"F81083","Mid and South Essex",12.53416654,1
"F81085","Mid and South Essex",11.81226814,1
"F81086","Mid and South Essex",27.49059583,4
"F81087","Mid and South Essex",16.65978461,2
"F81088","Mid and South Essex",15.8800676,2
"F81089","Mid and South Essex",14.69042065,2
"F81090","Hertfordshire and West Essex",11.11279812,1
"F81091","Suffolk and North East Essex",22.07519408,3
"F81092","Mid and South Essex",17.94338792,2
"F81095","Suffolk and North East Essex",24.9753677,4
"F81096","Mid and South Essex",24.21133175,3
"F81097","Mid and South Essex",24.53212674,3
"F81098","Mid and South Essex",13.18103805,2
"F81099","Mid and South Essex",15.45889328,2
"F81100","Mid and South Essex",9.55400116,1
"F81101","Mid and South Essex",9.8224181,1
"F81102","Mid and South Essex",7.648004502,1
"F81104","Mid and South Essex",12.17114088,1
"F81105","Mid and South Essex",10.5021002,1
"F81106","Hertfordshire and West Essex",23.49603259,3
"F81108","Mid and South Essex",29.9564937,4
"F81110","Mid and South Essex",30.06557198,4
"F81111","Hertfordshire and West Essex",7.136336233,1
"F81112","Mid and South Essex",8.214952306,1
"F81113","Mid and South Essex",10.28292757,1
"F81114","Mid and South Essex",13.54838537,2
"F81115","Suffolk and North East Essex",15.07342726,2
"F81116","Suffolk and North East Essex",17.03885905,2
"F81117","Mid and South Essex",12.83426029,2
"F81118","Hertfordshire and West Essex",10.53204315,1
"F81119","Mid and South Essex",12.39861829,1
"F81120","Hertfordshire and West Essex",23.6223485,3
"F81121","Mid and South Essex",13.97675896,2
"F81122","Mid and South Essex",17.81353042,2
"F81123","Mid and South Essex",8.112630149,1
"F81125","Mid and South Essex",7.158064999,1
"F81126","Mid and South Essex",13.74836771,2
"F81128","Mid and South Essex",14.84808944,2
"F81130","Mid and South Essex",16.4461144,2
"F81131","Hertfordshire and West Essex",10.67126831,1
"F81132","Mid and South Essex",16.00394021,2
"F81133","Suffolk and North East Essex",12.14961264,1
"F81134","Mid and South Essex",22.28913504,3
"F81136","Hertfordshire and West Essex",15.03196106,2
"F81137","Mid and South Essex",14.54634567,2
"F81141","Suffolk and North East Essex",13.67377016,2
"F81142","Mid and South Essex",10.57721105,1
"F81144","Mid and South Essex",11.93570194,1
"F81147","Mid and South Essex",25.42125495,4
"F81149","Mid and South Essex",11.38377793,1
"F81150","Mid and South Essex",30.01008945,4
"F81152","Hertfordshire and West Essex",18.02515889,2
"F81153","Mid and South Essex",15.00826734,2
"F81155","Mid and South Essex",17.03594974,2
"F81156","Suffolk and North East Essex",45.05024135,5
"F81158","Mid and South Essex",37.10218723,5
"F81159","Mid and South Essex",37.80486467,5
"F81163","Mid and South Essex",11.04344531,1
"F81164","Mid and South Essex",25.76461222,4
"F81165","Hertfordshire and West Essex",8.205180114,1
"F81169","Hertfordshire and West Essex",7.757441974,1
"F81170","Mid and South Essex",8.44962062,1
"F81173","Mid and South Essex",18.67757087,3
"F81176","Mid and South Essex",29.93029618,4
"F81177","Mid and South Essex",16.75225409,2
"F81181","Hertfordshire and West Essex",24.12908377,3
"F81183","Mid and South Essex",15.65208293,2
"F81184","Hertfordshire and West Essex",18.49852886,3
"F81186","Mid and South Essex",35.93456055,5
"F81192","Mid and South Essex",18.16286235,2
"F81193","Mid and South Essex",17.28022078,2
"F81197","Mid and South Essex",27.93687072,4
"F81198","Mid and South Essex",12.63254593,1
"F81205","Mid and South Essex",24.93004452,4
"F81206","Mid and South Essex",37.02145808,5
"F81207","Mid and South Essex",30.34181572,4
"F81209","Mid and South Essex",21.87457825,3
"F81211","Mid and South Essex",19.05222279,3
"F81212","Suffolk and North East Essex",48.16077821,5
"F81213","Suffolk and North East Essex",21.79746649,3
"F81215","Mid and South Essex",9.637984421,1
"F81216","Hertfordshire and West Essex",12.25869084,1
"F81218","Mid and South Essex",21.43264809,3
"F81219","Mid and South Essex",16.73655626,2
"F81221","Suffolk and North East Essex",28.7488289,4
"F81222","Mid and South Essex",9.436234074,1
"F81223","Mid and South Essex",17.74722523,2
"F81606","Suffolk and North East Essex",21.2122756,3
"F81613","Mid and South Essex",25.13623483,4
"F81618","Mid and South Essex",10.58757248,1
"F81619","Hertfordshire and West Essex",24.10670597,3
"F81623","Mid and South Essex",20.42716555,3
"F81632","Mid and South Essex",28.31065148,4
"F81633","Suffolk and North East Essex",15.01368685,2
"F81635","Mid and South Essex",17.10091138,2
"F81636","Suffolk and North East Essex",12.73734415,1
"F81640","Mid and South Essex",32.85598108,4
"F81641","Mid and South Essex",19.78887238,3
"F81645","Mid and South Essex",36.96834157,5
"F81649","Mid and South Essex",22.88413022,3
"F81651","Mid and South Essex",13.87714697,2
"F81652","Mid and South Essex",30.81047774,4
"F81656","Mid and South Essex",36.3480433,5
"F81665","Mid and South Essex",8.880620377,1
"F81666","Mid and South Essex",20.5372682,3
"F81669","Mid and South Essex",28.68079394,4
"F81674","Mid and South Essex",11.54669313,1
"F81675","Mid and South Essex",11.97797809,1
"F81679","Suffolk and North East Essex",15.95628034,2
"F81681","Suffolk and North East Essex",41.00298411,5
"F81683","Mid and South Essex",16.11545093,2
"F81684","Mid and South Essex",25.1007741,4
"F81690","Mid and South Essex",19.31673861,3
"F81696","Mid and South Essex",17.99641176,2
"F81697","Mid and South Essex",17.13470309,2
"F81700","Mid and South Essex",24.83800045,4
"F81704","Mid and South Essex",7.680905327,1
"F81707","Mid and South Essex",36.92872904,5
"F81708","Mid and South Essex",35.0351818,5
"F81711","Mid and South Essex",30.7104382,4
"F81713","Mid and South Essex",11.36076536,1
"F81716","Suffolk and North East Essex",13.82137403,2
"F81725","Hertfordshire and West Essex",18.55955459,3
"F81729","Mid and South Essex",29.0724527,4
"F81730","Mid and South Essex",10.25677391,1
"F81732","Mid and South Essex",14.72374025,2
"F81737","Mid and South Essex",13.05561998,2
"F81739","Mid and South Essex",25.02699908,4
"F81740","Mid and South Essex",24.90597122,4
"F81741","Suffolk and North East Essex",34.87927267,5
"F81744","Mid and South Essex",12.76515244,1
"F81746","Suffolk and North East Essex",15.76935855,2
"F81749","Hertfordshire and West Essex",21.26481424,3
"F81751","Mid and South Essex",13.12932158,2
"F81757","Suffolk and North East Essex",14.58885401,2
"F82001","North East London",34.62761252,5
"F82002","North East London",7.894964218,1
"F82003","North East London",28.87432778,4
"F82005","North East London",35.71379824,5
"F82006","North East London",6.995721011,1
"F82007","North East London",14.29162292,2
"F82008","North East London",13.26108207,2
"F82009","North East London",18.78830262,3
"F82010","North East London",28.83870746,4
"F82011","North East London",20.14862129,3
"F82012","North East London",34.03666382,5
"F82013","North East London",14.08375421,2
"F82014","North East London",30.10304911,4
"F82015","North East London",35.47893489,5
"F82016","North East London",30.77924973,4
"F82017","North East London",33.61697245,5
"F82018","North East London",26.26615777,4
"F82019","North East London",23.34629402,3
"F82021","North East London",11.32998012,1
"F82022","North East London",15.15174458,2
"F82023","North East London",18.32421386,3
"F82025","North East London",33.17950238,5
"F82027","North East London",21.7160411,3
"F82028","North East London",17.24224988,2
"F82030","North East London",19.69781162,3
"F82031","North East London",24.59766313,4
"F82033","North East London",9.850995236,1
"F82034","North East London",31.68770974,4
"F82038","North East London",31.23099028,4
"F82039","North East London",21.80496458,3
"F82040","North East London",35.20630847,5
"F82042","North East London",34.5350127,5
"F82045","North East London",15.86051286,2
"F82051","North East London",33.69971673,5
"F82053","North East London",8.32090625,1
"F82055","North East London",10.48586728,1
"F82604","North East London",35.80259814,5
"F82607","North East London",18.39707576,3
"F82609","North East London",10.72933118,1
"F82610","North East London",17.77068287,2
"F82612","North East London",26.6538248,4
"F82619","North East London",20.69891897,3
"F82621","North East London",29.97692111,4
"F82624","North East London",9.674189887,1
"F82625","North East London",30.14270413,4
"F82627","North East London",22.69359646,3
"F82630","North East London",20.37496221,3
"F82634","North East London",33.23511867,5
"F82638","North East London",21.39129133,3
"F82642","North East London",34.736492,5
"F82647","North East London",27.93432051,4
"F82648","North East London",28.9878895,4
"F82649","North East London",16.82398601,2
"F82650","North East London",30.40557124,4
"F82660","North East London",33.57799663,5
"F82661","North East London",29.08502347,4
"F82663","North East London",16.90891473,2
"F82666","North East London",11.75513425,1
"F82670","North East London",31.1701842,4
"F82671","North East London",29.41365697,4
"F82674","North East London",8.423503197,1
"F82675","North East London",10.07631717,1
"F82677","North East London",33.1144994,5
"F82678","North East London",33.24062882,5
"F82679","North East London",29.0757316,4
"F82680","North East London",31.08020263,4
"F82686","North East London",23.81286163,3
"F83002","North Central London",29.0996056,4
"F83003","North Central London",10.63627742,1
"F83004","North Central London",29.39670907,4
"F83005","North Central London",19.56982591,3
"F83006","North Central London",31.39783681,4
"F83007","North Central London",32.00762549,4
"F83008","North Central London",29.84584646,4
"F83010","North Central London",23.87840875,3
"F83011","North Central London",14.48957617,2
"F83012","North Central London",27.75838589,4
"F83015","North Central London",29.89203949,4
"F83017","North Central London",16.11674618,2
"F83018","North Central London",28.13328739,4
"F83019","North Central London",22.56017037,3
"F83020","North Central London",15.87800962,2
"F83021","North Central London",25.19913224,4
"F83022","North Central London",22.94418927,3
"F83023","North Central London",25.35713701,4
"F83025","North Central London",27.58854513,4
"F83032","North Central London",25.22605733,4
"F83033","North Central London",32.39449452,4
"F83034","North Central London",26.79984094,4
"F83039","North Central London",31.96811862,4
"F83042","North Central London",23.69761192,3
"F83043","North Central London",23.84148718,3
"F83044","North Central London",25.71192619,4
"F83045","North Central London",22.07939794,3
"F83048","North Central London",23.4061516,3
"F83050","North Central London",15.29842499,2
"F83052","North Central London",23.45713046,3
"F83053","North Central London",29.47538903,4
"F83055","North Central London",15.65500074,2
"F83056","North Central London",30.67584401,4
"F83057","North Central London",18.64971886,3
"F83058","North Central London",22.753714,3
"F83059","North Central London",26.03739065,4
"F83060","North Central London",27.83839335,4
"F83061","North Central London",21.20944037,3
"F83063","North Central London",28.71242522,4
"F83064","North Central London",25.88859492,4
"F83615","North Central London",12.28731895,1
"F83623","North Central London",7.779796225,1
"F83624","North Central London",22.59806453,3
"F83632","North Central London",30.13516393,4
"F83633","North Central London",9.967134693,1
"F83635","North Central London",29.7073692,4
"F83652","North Central London",26.29171156,4
"F83658","North Central London",24.50815231,3
"F83660","North Central London",21.54902595,3
"F83664","North Central London",34.10400213,5
"F83665","North Central London",14.36611495,2
"F83666","North Central London",32.86675154,4
"F83671","North Central London",31.8843081,4
"F83672","North Central London",21.90966842,3
"F83673","North Central London",28.92203657,4
"F83674","North Central London",24.65685355,4
"F83678","North Central London",25.71545869,4
"F83680","North Central London",30.43796205,4
"F83681","North Central London",31.53210454,4
"F83683","North Central London",32.3712031,4
"F83686","North Central London",27.31845425,4
"F84003","North East London",34.03515015,5
"F84004","North East London",30.45572033,4
"F84006","North East London",27.28402723,4
"F84008","North East London",26.42610855,4
"F84009","North East London",28.83988733,4
"F84010","North East London",28.99192508,4
"F84012","North East London",33.60229116,5
"F84013","North East London",29.82655815,4
"F84014","North East London",29.04718657,4
"F84015","North East London",40.38580774,5
"F84016","North East London",30.79535627,4
"F84017","North East London",35.09767964,5
"F84018","North East London",33.52521255,5
"F84021","North East London",32.65687397,4
"F84022","North East London",27.34309635,4
"F84025","North East London",31.95336736,4
"F84030","North East London",30.14300942,4
"F84031","North East London",31.51288795,4
"F84033","North East London",31.88955978,4
"F84034","North East London",29.13190684,4
"F84035","North East London",31.16066497,4
"F84036","North East London",35.02960218,5
"F84038","North East London",32.88599554,5
"F84039","North East London",29.46169184,4
"F84041","North East London",31.05415187,4
"F84044","North East London",28.48963616,4
"F84047","North East London",37.85288119,5
"F84050","North East London",28.45536553,4
"F84051","North East London",33.56594298,5
"F84052","North East London",30.77106442,4
"F84053","North East London",30.62224233,4
"F84054","North East London",28.34961969,4
"F84055","North East London",26.63251449,4
"F84060","North East London",32.29892496,4
"F84062","North East London",36.96414568,5
"F84063","North East London",34.9958734,5
"F84069","North East London",35.07677985,5
"F84070","North East London",27.58862432,4
"F84072","North East London",31.73442173,4
"F84074","North East London",27.30837769,4
"F84077","North East London",28.3207893,4
"F84079","North East London",15.70284767,2
"F84080","North East London",30.88227361,4
"F84081","North East London",29.25184564,4
"F84083","North East London",31.7815647,4
"F84086","North East London",27.60124982,4
"F84087","North East London",33.31012459,5
"F84088","North East London",28.47298004,4
"F84092","North East London",31.50351364,4
"F84093","North East London",29.73432049,4
"F84096","North East London",34.46281053,5
"F84097","North East London",28.72819429,4
"F84105","North East London",37.1990865,5
"F84111","North East London",30.13015277,4
"F84114","North East London",28.47966682,4
"F84115","North East London",25.56141603,4
"F84117","North East London",33.14704243,5
"F84118","North East London",30.2007466,4
"F84119","North East London",35.03143235,5
"F84121","North East London",29.73013048,4
"F84122","North East London",31.92278903,4
"F84123","North East London",28.37000232,4
"F84124","North East London",30.30496467,4
"F84601","North East London",36.34277404,5
"F84619","North East London",34.14792103,5
"F84620","North East London",40.38823419,5
"F84621","North East London",35.47591825,5
"F84632","North East London",35.97813796,5
"F84635","North East London",31.92701513,4
"F84636","North East London",31.45388035,4
"F84640","North East London",15.76660815,2
"F84641","North East London",28.66962644,4
"F84642","North East London",27.93856602,4
"F84647","North East London",19.45966639,3
"F84656","North East London",16.07278582,2
"F84657","North East London",35.23996769,5
"F84658","North East London",28.14366271,4
"F84660","North East London",27.35234071,4
"F84666","North East London",33.15813645,5
"F84668","North East London",32.704049,4
"F84669","North East London",28.71188798,4
"F84670","North East London",29.96562998,4
"F84672","North East London",27.19155425,4
"F84676","North East London",31.41318532,4
"F84677","North East London",28.08005415,4
"F84681","North East London",32.96025004,5
"F84685","North East London",29.31061753,4
"F84686","North East London",29.3017103,4
"F84692","North East London",30.8872464,4
"F84694","North East London",29.41721347,4
"F84696","North East London",27.79373567,4
"F84698","North East London",32.76749848,4
"F84710","North East London",17.92926404,2
"F84711","North East London",31.93028458,4
"F84714","North East London",31.85366183,4
"F84716","North East London",28.63978544,4
"F84717","North East London",28.50206247,4
"F84718","North East London",30.80753018,4
"F84719","North East London",36.26633655,5
