"Practice.Code","ICB.NAME","IMD","IMD_quintile"
"M83047","Staffordshire and Stoke-on-Trent",26.4613178,4
"M83048","Staffordshire and Stoke-on-Trent",17.99794171,2
"M83049","Staffordshire and Stoke-on-Trent",14.50944521,2
"M83050","Staffordshire and Stoke-on-Trent",16.74261051,2
"M83051","Staffordshire and Stoke-on-Trent",20.86967855,3
"M83052","Staffordshire and Stoke-on-Trent",9.785542355,1
"M83054","Staffordshire and Stoke-on-Trent",15.42429947,2
"M83056","Staffordshire and Stoke-on-Trent",15.83028539,2
"M83057","Staffordshire and Stoke-on-Trent",17.54520223,2
"M83059","Staffordshire and Stoke-on-Trent",11.0016499,1
"M83061","Staffordshire and Stoke-on-Trent",22.74385641,3
"M83062","Staffordshire and Stoke-on-Trent",19.44326624,3
"M83063","Staffordshire and Stoke-on-Trent",21.04557499,3
"M83065","Staffordshire and Stoke-on-Trent",8.291407921,1
"M83066","Staffordshire and Stoke-on-Trent",21.22604833,3
"M83067","Staffordshire and Stoke-on-Trent",20.65400473,3
"M83068","Staffordshire and Stoke-on-Trent",32.1195229,4
"M83069","Staffordshire and Stoke-on-Trent",12.78775017,2
"M83070","Staffordshire and Stoke-on-Trent",10.27822718,1
"M83071","Staffordshire and Stoke-on-Trent",18.68962745,3
"M83072","Staffordshire and Stoke-on-Trent",14.25520698,2
"M83073","Staffordshire and Stoke-on-Trent",23.16836121,3
"M83074","Staffordshire and Stoke-on-Trent",14.55393924,2
"M83075","Staffordshire and Stoke-on-Trent",37.78125942,5
"M83076","Staffordshire and Stoke-on-Trent",39.05373173,5
"M83079","Staffordshire and Stoke-on-Trent",18.42140685,3
"M83082","Staffordshire and Stoke-on-Trent",38.63378006,5
"M83084","Staffordshire and Stoke-on-Trent",19.26252519,3
"M83088","Staffordshire and Stoke-on-Trent",19.67259692,3
"M83089","Staffordshire and Stoke-on-Trent",15.28116223,2
"M83090","Staffordshire and Stoke-on-Trent",31.564579,4
"M83092","Staffordshire and Stoke-on-Trent",11.6165832,1
"M83093","Staffordshire and Stoke-on-Trent",12.57082577,1
"M83094","Staffordshire and Stoke-on-Trent",32.15644682,4
"M83096","Staffordshire and Stoke-on-Trent",16.39813259,2
"M83097","Staffordshire and Stoke-on-Trent",14.51900748,2
"M83100","Staffordshire and Stoke-on-Trent",29.39383562,4
"M83102","Staffordshire and Stoke-on-Trent",44.51343457,5
"M83103","Staffordshire and Stoke-on-Trent",15.90383353,2
"M83107","Staffordshire and Stoke-on-Trent",21.71807081,3
"M83108","Staffordshire and Stoke-on-Trent",16.71576081,2
"M83109","Staffordshire and Stoke-on-Trent",19.89346112,3
"M83110","Staffordshire and Stoke-on-Trent",21.2573244,3
"M83111","Staffordshire and Stoke-on-Trent",23.98729061,3
"M83113","Staffordshire and Stoke-on-Trent",25.79189501,4
"M83117","Staffordshire and Stoke-on-Trent",22.36056066,3
"M83121","Staffordshire and Stoke-on-Trent",11.514318,1
"M83122","Staffordshire and Stoke-on-Trent",17.01765753,2
"M83123","Staffordshire and Stoke-on-Trent",32.4645552,4
"M83125","Staffordshire and Stoke-on-Trent",15.09331293,2
"M83126","Staffordshire and Stoke-on-Trent",32.22143533,4
"M83127","Staffordshire and Stoke-on-Trent",46.32963224,5
"M83129","Staffordshire and Stoke-on-Trent",17.66531928,2
"M83130","Staffordshire and Stoke-on-Trent",20.95369186,3
"M83132","Staffordshire and Stoke-on-Trent",9.313603427,1
"M83138","Staffordshire and Stoke-on-Trent",16.72949056,2
"M83139","Staffordshire and Stoke-on-Trent",26.56628216,4
"M83140","Staffordshire and Stoke-on-Trent",19.64055685,3
"M83141","Staffordshire and Stoke-on-Trent",13.55850337,2
"M83143","Staffordshire and Stoke-on-Trent",33.21594088,5
"M83146","Staffordshire and Stoke-on-Trent",46.27828181,5
"M83148","Staffordshire and Stoke-on-Trent",21.18314882,3
"M83601","Staffordshire and Stoke-on-Trent",13.35713822,2
"M83608","Staffordshire and Stoke-on-Trent",16.57822451,2
"M83616","Staffordshire and Stoke-on-Trent",21.97309143,3
"M83617","Staffordshire and Stoke-on-Trent",13.93897741,2
"M83619","Staffordshire and Stoke-on-Trent",27.49655045,4
"M83623","Staffordshire and Stoke-on-Trent",38.66920353,5
"M83624","Staffordshire and Stoke-on-Trent",37.73118322,5
"M83625","Staffordshire and Stoke-on-Trent",41.0538929,5
"M83627","Staffordshire and Stoke-on-Trent",43.19076575,5
"M83632","Staffordshire and Stoke-on-Trent",14.38265548,2
"M83637","Staffordshire and Stoke-on-Trent",28.08241084,4
"M83638","Staffordshire and Stoke-on-Trent",20.83561442,3
"M83640","Staffordshire and Stoke-on-Trent",11.26529356,1
"M83641","Staffordshire and Stoke-on-Trent",14.99592542,2
"M83650","Staffordshire and Stoke-on-Trent",33.78121907,5
"M83661","Staffordshire and Stoke-on-Trent",35.1567005,5
"M83668","Staffordshire and Stoke-on-Trent",11.40639172,1
"M83670","Staffordshire and Stoke-on-Trent",12.06367189,1
"M83680","Staffordshire and Stoke-on-Trent",14.71804693,2
"M83681","Staffordshire and Stoke-on-Trent",28.11077115,4
"M83682","Staffordshire and Stoke-on-Trent",40.6275259,5
"M83691","Staffordshire and Stoke-on-Trent",9.591267436,1
"M83693","Staffordshire and Stoke-on-Trent",22.4394107,3
"M83697","Staffordshire and Stoke-on-Trent",29.98535298,4
"M83698","Staffordshire and Stoke-on-Trent",17.1239592,2
"M83701","Staffordshire and Stoke-on-Trent",22.84702745,3
"M83703","Staffordshire and Stoke-on-Trent",18.482175,3
"M83706","Staffordshire and Stoke-on-Trent",26.04208307,4
"M83709","Staffordshire and Stoke-on-Trent",16.42295124,2
"M83711","Staffordshire and Stoke-on-Trent",13.67257384,2
"M83713","Staffordshire and Stoke-on-Trent",35.01991682,5
"M83715","Staffordshire and Stoke-on-Trent",20.73377515,3
"M83717","Staffordshire and Stoke-on-Trent",19.04859343,3
"M83718","Staffordshire and Stoke-on-Trent",29.14773466,4
"M83719","Staffordshire and Stoke-on-Trent",17.09423687,2
"M83723","Staffordshire and Stoke-on-Trent",31.02482206,4
"M83725","Staffordshire and Stoke-on-Trent",42.16408053,5
"M83727","Staffordshire and Stoke-on-Trent",18.04577858,2
"M83738","Staffordshire and Stoke-on-Trent",18.31233299,3
"M84001","Coventry and Warwickshire",24.54869116,3
"M84002","Coventry and Warwickshire",14.94663531,2
"M84003","Coventry and Warwickshire",26.77252964,4
"M84004","Coventry and Warwickshire",13.42997852,2
"M84005","Coventry and Warwickshire",29.19667517,4
"M84006","Coventry and Warwickshire",14.09018582,2
"M84007","Coventry and Warwickshire",15.29911568,2
"M84008","Coventry and Warwickshire",22.8176406,3
"M84009","Coventry and Warwickshire",13.99778109,2
"M84010","Coventry and Warwickshire",13.50579692,2
"M84011","Coventry and Warwickshire",24.42666265,3
"M84012","Coventry and Warwickshire",21.95290795,3
"M84013","Coventry and Warwickshire",7.300091566,1
"M84014","Coventry and Warwickshire",10.72967919,1
"M84015","Coventry and Warwickshire",15.94684037,2
"M84016","Coventry and Warwickshire",11.86603069,1
"M84017","Coventry and Warwickshire",11.78189137,1
"M84018","Coventry and Warwickshire",14.06247812,2
"M84019","Coventry and Warwickshire",21.6627957,3
"M84020","Coventry and Warwickshire",14.26848565,2
"M84021","Coventry and Warwickshire",11.39016265,1
"M84022","Coventry and Warwickshire",29.38268293,4
"M84023","Coventry and Warwickshire",15.49040748,2
"M84024","Coventry and Warwickshire",13.26463179,2
"M84025","Coventry and Warwickshire",10.8754798,1
"M84026","Coventry and Warwickshire",10.29901144,1
"M84028","Coventry and Warwickshire",12.25416405,1
"M84029","Coventry and Warwickshire",11.56543779,1
"M84030","Coventry and Warwickshire",11.11364873,1
"M84031","Coventry and Warwickshire",14.82398472,2
"M84032","Coventry and Warwickshire",15.91031495,2
"M84034","Coventry and Warwickshire",13.84716093,2
"M84035","Coventry and Warwickshire",16.76325201,2
"M84036","Coventry and Warwickshire",7.269758301,1
"M84037","Coventry and Warwickshire",10.86719656,1
"M84040","Coventry and Warwickshire",13.84432127,2
"M84041","Coventry and Warwickshire",26.810891,4
"M84042","Coventry and Warwickshire",14.46188585,2
"M84043","Coventry and Warwickshire",11.33816364,1
"M84044","Coventry and Warwickshire",8.766746768,1
"M84046","Coventry and Warwickshire",8.464403174,1
"M84047","Coventry and Warwickshire",10.52813541,1
"M84049","Coventry and Warwickshire",13.25551571,2
"M84050","Coventry and Warwickshire",15.93929397,2
"M84051","Coventry and Warwickshire",23.73058991,3
"M84055","Coventry and Warwickshire",26.091531,4
"M84059","Coventry and Warwickshire",15.78212411,2
"M84060","Coventry and Warwickshire",14.15925186,2
"M84061","Coventry and Warwickshire",14.21070505,2
"M84062","Coventry and Warwickshire",12.70317557,1
"M84063","Coventry and Warwickshire",10.88159504,1
"M84064","Coventry and Warwickshire",11.38349122,1
"M84065","Coventry and Warwickshire",17.13925861,2
"M84066","Coventry and Warwickshire",10.84691074,1
"M84067","Coventry and Warwickshire",14.84549595,2
"M84069","Coventry and Warwickshire",9.460058343,1
"M84070","Coventry and Warwickshire",7.984289203,1
"M84609","Coventry and Warwickshire",22.56766625,3
"M84612","Coventry and Warwickshire",22.32688618,3
"M84615","Coventry and Warwickshire",25.52417982,4
"M84616","Coventry and Warwickshire",10.16896949,1
"M84618","Coventry and Warwickshire",21.85253563,3
"M84620","Coventry and Warwickshire",13.9876053,2
"M84621","Coventry and Warwickshire",30.39419179,4
"M84627","Coventry and Warwickshire",25.51648348,4
"M84629","Coventry and Warwickshire",10.4367112,1
"M85001","Birmingham and Solihull",50.95121242,5
"M85002","Birmingham and Solihull",38.74030695,5
"M85005","Birmingham and Solihull",47.39263169,5
"M85006","Birmingham and Solihull",40.33574265,5
"M85007","Birmingham and Solihull",37.69619837,5
"M85008","Birmingham and Solihull",50.05247626,5
"M85009","Birmingham and Solihull",36.51694566,5
"M85011","Birmingham and Solihull",36.44976124,5
"M85013","Birmingham and Solihull",51.37860973,5
"M85014","Birmingham and Solihull",46.02748849,5
"M85016","Birmingham and Solihull",44.60734359,5
"M85018","Birmingham and Solihull",34.90230759,5
"M85019","Birmingham and Solihull",25.49850242,4
"M85020","Birmingham and Solihull",52.30598346,5
"M85021","Birmingham and Solihull",36.24989575,5
"M85023","Birmingham and Solihull",45.65618674,5
"M85024","Birmingham and Solihull",52.58441736,5
"M85025","Birmingham and Solihull",33.23535461,5
"M85026","Birmingham and Solihull",13.46909199,2
"M85027","Birmingham and Solihull",33.37956622,5
"M85028","Birmingham and Solihull",29.09483931,4
"M85029","Birmingham and Solihull",25.32006814,4
"M85030","Birmingham and Solihull",37.49213933,5
"M85031","Birmingham and Solihull",45.51460623,5
"M85033","Birmingham and Solihull",14.92578531,2
"M85034","Birmingham and Solihull",48.37775848,5
"M85035","Birmingham and Solihull",45.95260922,5
"M85037","Birmingham and Solihull",24.7401134,4
"M85041","Birmingham and Solihull",20.15955723,3
"M85042","Birmingham and Solihull",24.1697819,3
"M85043","Birmingham and Solihull",55.26819927,5
"M85046","Birmingham and Solihull",11.77347457,1
"M85047","Birmingham and Solihull",32.48486083,4
"M85048","Birmingham and Solihull",34.85529364,5
"M85051","Birmingham and Solihull",50.34999046,5
"M85053","Birmingham and Solihull",51.31819808,5
"M85055","Birmingham and Solihull",24.2178699,3
"M85056","Birmingham and Solihull",35.95541867,5
"M85058","Birmingham and Solihull",23.90964545,3
"M85060","Birmingham and Solihull",23.38003644,3
"M85061","Birmingham and Solihull",47.20940439,5
"M85062","Birmingham and Solihull",36.74617914,5
"M85063","Birmingham and Solihull",35.8480394,5
"M85065","Birmingham and Solihull",32.72458014,4
"M85066","Birmingham and Solihull",42.72908628,5
"M85069","Birmingham and Solihull",48.0096639,5
"M85070","Birmingham and Solihull",43.43182943,5
"M85071","Birmingham and Solihull",34.69808059,5
"M85074","Birmingham and Solihull",32.43634853,4
"M85076","Birmingham and Solihull",40.79082881,5
"M85077","Birmingham and Solihull",19.27411564,3
"M85078","Birmingham and Solihull",41.04777066,5
"M85079","Birmingham and Solihull",51.04793215,5
"M85081","Birmingham and Solihull",42.6600011,5
"M85082","Birmingham and Solihull",42.53214728,5
"M85084","Birmingham and Solihull",55.55044902,5
"M85086","Birmingham and Solihull",31.54075457,4
"M85087","Birmingham and Solihull",45.68139759,5
"M85088","Birmingham and Solihull",35.47525929,5
"M85094","Birmingham and Solihull",43.10176408,5
"M85097","Birmingham and Solihull",28.80712187,4
"M85098","Birmingham and Solihull",34.47269946,5
"M85105","Birmingham and Solihull",38.21275102,5
"M85107","Birmingham and Solihull",49.77972779,5
"M85108","Birmingham and Solihull",56.19942092,5
"M85110","Birmingham and Solihull",49.27885532,5
"M85113","Birmingham and Solihull",37.99069076,5
"M85115","Birmingham and Solihull",32.59397452,4
"M85116","Birmingham and Solihull",44.31229386,5
"M85117","Birmingham and Solihull",40.27099593,5
"M85118","Birmingham and Solihull",17.7561139,2
"M85123","Birmingham and Solihull",49.65800341,5
"M85124","Birmingham and Solihull",39.26902243,5
"M85128","Birmingham and Solihull",53.68769743,5
"M85134","Birmingham and Solihull",32.12515469,4
"M85136","Birmingham and Solihull",51.0932479,5
"M85139","Birmingham and Solihull",50.48957566,5
"M85141","Birmingham and Solihull",46.63025429,5
"M85142","Birmingham and Solihull",39.12191001,5
"M85143","Birmingham and Solihull",39.36116997,5
"M85145","Birmingham and Solihull",26.48946984,4
"M85146","Birmingham and Solihull",48.84192024,5
"M85149","Birmingham and Solihull",49.23075539,5
"M85153","Birmingham and Solihull",49.38278644,5
"M85154","Birmingham and Solihull",51.93622353,5
"M85155","Birmingham and Solihull",44.12344324,5
"M85156","Birmingham and Solihull",29.52519445,4
"M85158","Birmingham and Solihull",31.14211154,4
"M85164","Birmingham and Solihull",49.58279292,5
"M85167","Birmingham and Solihull",18.48437342,3
"M85170","Birmingham and Solihull",50.65960815,5
"M85171","Birmingham and Solihull",29.84109695,4
"M85172","Birmingham and Solihull",31.48321924,4
"M85174","Birmingham and Solihull",46.58739344,5
"M85175","Birmingham and Solihull",13.73092706,2
"M85176","Birmingham and Solihull",43.84565951,5
"M85177","Birmingham and Solihull",38.19208864,5
"M85178","Birmingham and Solihull",46.66039236,5
"M85179","Birmingham and Solihull",36.47489123,5
"M85600","Birmingham and Solihull",35.2045328,5
"M85624","Birmingham and Solihull",37.34388677,5
"M85634","Birmingham and Solihull",48.15948038,5
"M85642","Birmingham and Solihull",40.26212504,5
"M85669","Birmingham and Solihull",45.29953014,5
"M85670","Birmingham and Solihull",50.51711948,5
"M85671","Birmingham and Solihull",28.45389104,4
"M85676","Birmingham and Solihull",50.19489421,5
"M85679","Birmingham and Solihull",48.88424963,5
"M85680","Birmingham and Solihull",51.46031155,5
"M85684","Birmingham and Solihull",39.47813828,5
"M85686","Birmingham and Solihull",46.28188822,5
"M85693","Birmingham and Solihull",26.68534594,4
"M85694","Birmingham and Solihull",36.19347939,5
"M85697","Birmingham and Solihull",51.45646277,5
"M85699","Birmingham and Solihull",51.24504951,5
"M85701","Birmingham and Solihull",53.42810088,5
"M85706","Birmingham and Solihull",46.46707376,5
"M85711","Birmingham and Solihull",32.5674955,4
"M85713","Birmingham and Solihull",50.16175815,5
"M85715","Birmingham and Solihull",45.69973232,5
"M85716","Birmingham and Solihull",45.67910835,5
"M85717","Birmingham and Solihull",48.20520868,5
"M85721","Birmingham and Solihull",44.7608601,5
"M85722","Birmingham and Solihull",47.95713292,5
"M85730","Birmingham and Solihull",41.46521451,5
"M85732","Birmingham and Solihull",51.56869371,5
"M85733","Birmingham and Solihull",28.32016017,4
"M85735","Birmingham and Solihull",46.0815334,5
"M85736","Birmingham and Solihull",40.9039429,5
"M85739","Birmingham and Solihull",50.28491593,5
"M85746","Birmingham and Solihull",51.87581201,5
"M85749","Birmingham and Solihull",46.74586293,5
"M85756","Birmingham and Solihull",40.35419974,5
"M85757","Birmingham and Solihull",45.36696469,5
"M85759","Birmingham and Solihull",53.08844703,5
"M85766","Birmingham and Solihull",53.00536359,5
"M85770","Birmingham and Solihull",35.46590159,5
"M85774","Birmingham and Solihull",38.10866893,5
"M85778","Birmingham and Solihull",28.03313105,4
"M85779","Birmingham and Solihull",48.87991335,5
"M85781","Birmingham and Solihull",50.03319736,5
"M85782","Birmingham and Solihull",21.32166588,3
"M85783","Birmingham and Solihull",49.2488489,5
"M85792","Birmingham and Solihull",27.60817219,4
"M85794","Birmingham and Solihull",49.38287795,5
"M85797","Birmingham and Solihull",37.25794047,5
"M85803","Birmingham and Solihull",49.4805743,5
"M86001","Coventry and Warwickshire",41.24131385,5
"M86002","Coventry and Warwickshire",36.7646149,5
"M86003","Coventry and Warwickshire",22.81307906,3
"M86004","Coventry and Warwickshire",14.14302855,2
"M86005","Coventry and Warwickshire",33.59654666,5
"M86006","Coventry and Warwickshire",18.22684926,2
"M86007","Coventry and Warwickshire",12.45619067,1
"M86008","Coventry and Warwickshire",26.47326845,4
"M86009","Coventry and Warwickshire",27.70260212,4
"M86010","Coventry and Warwickshire",24.48179941,3
"M86012","Coventry and Warwickshire",34.47184699,5
"M86014","Coventry and Warwickshire",22.48145403,3
"M86015","Coventry and Warwickshire",23.76615,3
"M86016","Coventry and Warwickshire",38.3066803,5
"M86017","Coventry and Warwickshire",24.19288487,3
"M86018","Coventry and Warwickshire",21.00031699,3
"M86019","Coventry and Warwickshire",20.73651856,3
"M86020","Coventry and Warwickshire",50.58509233,5
"M86021","Coventry and Warwickshire",21.70659091,3
"M86027","Coventry and Warwickshire",16.14309715,2
"M86028","Coventry and Warwickshire",36.73206332,5
"M86029","Coventry and Warwickshire",17.29412668,2
"M86030","Coventry and Warwickshire",14.27609523,2
"M86032","Coventry and Warwickshire",27.50946403,4
"M86033","Coventry and Warwickshire",37.88576412,5
"M86034","Coventry and Warwickshire",22.16786288,3
"M86035","Coventry and Warwickshire",40.73852556,5
"M86037","Coventry and Warwickshire",17.37747692,2
"M86038","Coventry and Warwickshire",19.14837319,3
"M86039","Coventry and Warwickshire",12.49138006,1
"M86040","Coventry and Warwickshire",20.5275717,3
"M86041","Coventry and Warwickshire",27.71013057,4
"M86044","Coventry and Warwickshire",26.06362631,4
"M86045","Coventry and Warwickshire",34.1773457,5
"M86046","Coventry and Warwickshire",21.14562165,3
"M86048","Coventry and Warwickshire",31.72177985,4
"M86605","Coventry and Warwickshire",21.75741463,3
"M86610","Coventry and Warwickshire",25.85989515,4
"M86612","Coventry and Warwickshire",36.94054996,5
"M86617","Coventry and Warwickshire",31.24738327,4
"M86622","Coventry and Warwickshire",13.55639716,2
"M86624","Coventry and Warwickshire",33.09659895,5
"M86627","Coventry and Warwickshire",35.4846735,5
"M86633","Coventry and Warwickshire",37.89047926,5
"M86638","Coventry and Warwickshire",22.99803993,3
"M87001","Black Country",14.79892327,2
"M87003","Black Country",10.83640594,1
"M87005","Black Country",19.27222919,3
"M87006","Black Country",33.6705984,5
"M87007","Black Country",22.11563362,3
"M87008","Black Country",17.85595818,2
"M87009","Black Country",27.00871626,4
"M87010","Black Country",35.05098014,5
"M87011","Black Country",15.85655814,2
"M87012","Black Country",41.09091265,5
"M87013","Black Country",31.89876489,4
"M87014","Black Country",13.67832774,2
"M87015","Black Country",21.09403736,3
"M87016","Black Country",23.36949584,3
"M87017","Black Country",42.68591959,5
"M87018","Black Country",16.53659435,2
"M87019","Black Country",29.00631072,4
"M87020","Black Country",17.33527985,2
"M87021","Black Country",30.94382404,4
"M87023","Black Country",16.40529781,2
"M87024","Black Country",26.14387475,4
"M87025","Black Country",40.73879569,5
"M87026","Black Country",36.45457046,5
"M87027","Black Country",27.86684681,4
"M87028","Black Country",32.86581489,4
"M87030","Black Country",27.78994706,4
"M87034","Black Country",27.06470296,4
"M87036","Black Country",42.59462,5
"M87037","Black Country",14.28017838,2
"M87041","Black Country",19.21228207,3
"M87601","Black Country",42.06084717,5
"M87602","Black Country",17.08157098,2
"M87605","Black Country",41.29668112,5
"M87612","Black Country",35.75470781,5
"M87617","Black Country",37.04921094,5
"M87618","Black Country",15.1404589,2
"M87620","Black Country",18.10646862,2
"M87621","Black Country",27.9036404,4
"M87623","Black Country",26.8582927,4
"M87628","Black Country",37.19791641,5
"M87638","Black Country",24.24079953,3
"M88001","Black Country",42.46739416,5
"M88002","Black Country",37.17732146,5
"M88003","Black Country",26.99532582,4
"M88004","Black Country",33.28313201,5
"M88006","Black Country",39.88080098,5
"M88007","Black Country",35.84966982,5
"M88008","Black Country",35.8517856,5
"M88009","Black Country",37.24243912,5
"M88010","Black Country",46.95782507,5
"M88013","Black Country",38.66720698,5
"M88014","Black Country",35.7606985,5
"M88015","Black Country",20.72523482,3
"M88016","Black Country",33.26620536,5
"M88018","Black Country",33.82832976,5
"M88019","Black Country",33.02805311,5
"M88020","Birmingham and Solihull",26.57309914,4
"M88021","Black Country",18.13762234,2
"M88022","Black Country",36.13767077,5
"M88023","Black Country",42.35550347,5
"M88026","Black Country",33.14258697,5
"M88030","Black Country",32.33406635,4
"M88031","Black Country",32.39483451,4
"M88035","Black Country",37.46497665,5
"M88038","Black Country",39.47013433,5
"M88040","Black Country",37.75756008,5
"M88041","Black Country",41.27420897,5
"M88042","Black Country",26.84202303,4
"M88043","Black Country",27.57074106,4
"M88044","Black Country",41.56624063,5
"M88600","Black Country",38.51648786,5
"M88610","Black Country",38.48861485,5
"M88612","Black Country",44.22928113,5
"M88616","Black Country",37.13130635,5
"M88618","Black Country",34.07233018,5
"M88619","Black Country",38.77521142,5
"M88620","Black Country",33.16312664,5
"M88625","Black Country",40.20703523,5
"M88626","Black Country",42.93012254,5
"M88628","Black Country",36.74766811,5
"M88630","Black Country",37.92428375,5
"M88633","Black Country",35.90147178,5
"M88635","Black Country",35.74773347,5
"M88639","Black Country",42.26871867,5
"M88640","Black Country",34.36137729,5
"M88643","Black Country",36.63917467,5
"M88645","Black Country",29.58763596,4
"M88646","Black Country",39.2990754,5
"M88647","Black Country",37.6422022,5
"M89001","Birmingham and Solihull",24.2590998,3
"M89002","Birmingham and Solihull",42.50626671,5
"M89003","Birmingham and Solihull",12.059103,1
"M89005","Birmingham and Solihull",12.94409761,2
"M89007","Birmingham and Solihull",18.88210736,3
"M89008","Birmingham and Solihull",46.62157348,5
"M89009","Birmingham and Solihull",27.34267218,4
"M89010","Birmingham and Solihull",5.422489259,1
"M89012","Birmingham and Solihull",45.60095042,5
"M89013","Birmingham and Solihull",45.38184211,5
"M89015","Birmingham and Solihull",16.73782467,2
"M89016","Birmingham and Solihull",8.768735204,1
"M89017","Birmingham and Solihull",9.640883583,1
"M89019","Birmingham and Solihull",18.78659253,3
"M89021","Birmingham and Solihull",20.39513441,3
"M89024","Birmingham and Solihull",25.82098605,4
"M89026","Birmingham and Solihull",30.81267682,4
"M89027","Birmingham and Solihull",42.12758066,5
"M89030","Birmingham and Solihull",5.709274621,1
"M89608","Birmingham and Solihull",8.07856463,1
"M91003","Black Country",24.90366268,4
"M91004","Black Country",47.98444633,5
"M91006","Black Country",28.57536186,4
"M91007","Black Country",22.63716185,3
"M91008","Black Country",38.21851492,5
"M91009","Black Country",22.13448852,3
"M91010","Black Country",14.61807272,2
"M91011","Black Country",27.44859692,4
"M91013","Black Country",35.23698293,5
"M91014","Black Country",39.55560809,5
"M91015","Black Country",33.59081046,5
"M91016","Black Country",27.73198085,4
"M91017","Black Country",14.7342225,2
"M91018","Black Country",39.62364513,5
"M91019","Black Country",23.62172185,3
"M91020","Black Country",16.40675757,2
"M91021","Black Country",35.52004926,5
"M91024","Black Country",21.22831572,3
"M91026","Black Country",40.7259984,5
"M91028","Black Country",34.53507562,5
"M91029","Black Country",42.66414334,5
"M91032","Black Country",16.43105263,2
"M91033","Black Country",35.33144905,5
"M91034","Black Country",35.85059472,5
"M91036","Black Country",50.44507478,5
"M91602","Black Country",44.04116829,5
"M91609","Black Country",28.20304432,4
"M91611","Black Country",48.65956826,5
"M91612","Black Country",43.82024556,5
"M91613","Black Country",42.9196462,5
"M91614","Black Country",30.87731426,4
"M91616","Black Country",39.55596494,5
"M91619","Black Country",29.82538032,4
"M91621","Black Country",39.73033672,5
"M91623","Black Country",26.62302592,4
"M91624","Black Country",38.02418008,5
"M91626","Black Country",28.19623465,4
"M91628","Black Country",37.69390443,5
"M91629","Black Country",43.84051132,5
"M91637","Black Country",6.296418147,1
"M91639","Black Country",25.75525836,4
"M91640","Black Country",42.61541849,5
"M91641","Black Country",40.17855726,5
"M91642","Birmingham and Solihull",21.78032476,3
"M91647","Black Country",41.17965926,5
"M91650","Black Country",39.7277516,5
"M91654","Black Country",22.53921172,3
"M91659","Black Country",43.19853701,5
"M91660","Black Country",39.93747877,5
"M92001","Black Country",40.39189756,5
"M92002","Black Country",27.8039808,4
"M92004","Black Country",36.52108948,5
"M92006","Black Country",21.34489514,3
"M92007","Black Country",34.48389476,5
"M92008","Black Country",17.92259455,2
"M92009","Black Country",30.1565779,4
"M92010","Black Country",14.38388653,2
"M92011","Black Country",15.53750153,2
"M92012","Black Country",34.54760185,5
"M92013","Black Country",38.75961714,5
"M92014","Black Country",31.62128745,4
"M92015","Black Country",38.59936571,5
"M92016","Black Country",38.70069336,5
"M92019","Black Country",40.11078308,5
"M92022","Black Country",30.397569,4
"M92026","Black Country",29.86602113,4
"M92028","Black Country",37.69592246,5
"M92029","Black Country",23.87127069,3
"M92039","Black Country",30.79391454,4
"M92040","Black Country",36.07020889,5
"M92041","Black Country",31.82594299,4
"M92042","Black Country",32.07483595,4
"M92043","Black Country",20.8946677,3
"M92044","Black Country",22.76483679,3
"M92607","Black Country",33.92417674,5
"M92609","Black Country",29.20865231,4
"M92612","Black Country",38.18712799,5
"M92627","Black Country",40.02834507,5
"M92629","Black Country",30.57219133,4
"M92630","Black Country",42.48235273,5
"M92640","Black Country",31.43557143,4
"M92649","Black Country",41.0543729,5
"M92654","Black Country",41.82417301,5
"N81001","Cheshire and Merseyside",13.50777591,2
"N81002","Cheshire and Merseyside",6.519949105,1
"N81005","Cheshire and Merseyside",12.7977799,2
"N81006","Cheshire and Merseyside",13.71195148,2
"N81007","Cheshire and Merseyside",17.9936518,2
"N81008","Cheshire and Merseyside",10.94928669,1
"N81009","Cheshire and Merseyside",10.75661612,1
"N81010","Cheshire and Merseyside",14.15011628,2
"N81011","Cheshire and Merseyside",24.09347885,3
"N81012","Cheshire and Merseyside",23.35612277,3
"N81013","Cheshire and Merseyside",17.51187248,2
"N81014","Cheshire and Merseyside",7.066151117,1
"N81016","Cheshire and Merseyside",27.65472561,4
"N81018","Cheshire and Merseyside",8.178887648,1
"N81019","Cheshire and Merseyside",44.99285503,5
"N81020","Cheshire and Merseyside",9.988837739,1
"N81022","Cheshire and Merseyside",7.485777112,1
"N81024","Cheshire and Merseyside",27.50227453,4
"N81025","Cheshire and Merseyside",14.79064209,2
"N81027","Cheshire and Merseyside",14.72284415,2
"N81028","Cheshire and Merseyside",19.10387446,3
"N81029","Cheshire and Merseyside",16.38158897,2
"N81030","Cheshire and Merseyside",11.298354,1
"N81031","Cheshire and Merseyside",8.912273527,1
"N81032","Cheshire and Merseyside",11.48353513,1
"N81033","Cheshire and Merseyside",4.600723435,1
"N81034","Cheshire and Merseyside",14.410871,2
"N81035","Cheshire and Merseyside",25.84421114,4
"N81036","Cheshire and Merseyside",23.63150957,3
"N81037","Cheshire and Merseyside",32.76644749,4
"N81038","Cheshire and Merseyside",14.90724747,2
"N81039","Cheshire and Merseyside",14.27118768,2
"N81040","Cheshire and Merseyside",27.65121859,4
"N81041","Cheshire and Merseyside",23.85590291,3
"N81043","Cheshire and Merseyside",9.228123677,1
"N81044","Cheshire and Merseyside",20.22076471,3
"N81045","Cheshire and Merseyside",29.44141971,4
"N81046","Cheshire and Merseyside",14.2497864,2
