"Practice.Code","prop65","IMD","Practice.Rurality"
"H83033",10.33636,27.41999523,"Urban"
"H83042",11.99427,23.12492805,"Urban"
"H83043",22.9719,13.20811877,"Urban"
"H83051",5.09707,27.13718493,"Urban"
"H83052",21.28556,11.45143696,"Urban"
"H83611",7.06095,31.05528889,"Urban"
"H84002",16.54503,7.184862109,"Urban"
"H84005",14.2292,9.501683284,"Urban"
"H84006",16.2132,10.30947207,"Urban"
"H84007",17.30723,8.806643845,"Urban"
"H84010",15.81885,10.65437675,"Urban"
"H84012",13.61696,7.964546566,"Urban"
"H84014",15.70912,8.607822433,"Urban"
"H84015",12.42064,10.82411778,"Urban"
"H84016",16.76599,10.76024079,"Urban"
"H84017",17.91548,11.91013571,"Urban"
"H84018",17.6433,12.2985807,"Urban"
"H84023",12.1971,9.767720498,"Urban"
"H84025",14.16052,12.84965202,"Urban"
"H84031",17.55411,12.43523194,"Urban"
"H84032",18.68692,9.0789453,"Urban"
"H84033",19.85261,8.240897722,"Urban"
"H84034",16.8899,11.86451415,"Urban"
"H84039",16.29154,7.764468073,"Urban"
"H84040",21.31732,12.78895356,"Urban"
"H84041",8.38858,8.153778442,"Urban"
"H84044",12.84868,15.00048973,"Urban"
"H84048",12.50304,6.143693653,"Urban"
"H84053",18.27784,10.95182055,"Urban"
"H84055",15.61109,8.664886943,"Urban"
"H84057",10.9664,14.23446232,"Urban"
"H84059",13.8961,6.965537395,"Urban"
"H84060",13.75786,12.60499383,"Urban"
"H84061",6.23129,10.50481667,"Urban"
"H84619",8.82892,9.884112319,"Urban"
"H84623",14.83636,9.79758243,"Urban"
"H84625",14.39818,14.40014099,"Urban"
"H84630",8.71583,17.77306958,"Urban"
"H84635",15.7962,9.113416156,"Urban"
"H84639",8.26489,11.49947179,"Urban"
"H85008",16.63773,22.71754098,"Urban"
"H85027",19.5903,6.972101187,"Urban"
"H85035",9.1638,19.55528353,"Urban"
"H85049",7.38794,9.817170811,"Urban"
"H85055",18.279,9.392580168,"Urban"
"H85065",8.8706,25.84932957,"Urban"
"H85067",10.19466,27.17663054,"Urban"
"H85075",6.87009,14.44613032,"Urban"
"H85082",10.26815,16.70615691,"Urban"
"H85088",13.48,20.26790854,"Urban"
"H85637",17.85983,17.88266574,"Urban"
"H85662",19.90172,7.264291199,"Urban"
"H85664",3.24074,17.23742403,"Urban"
"J81002",40.90858,10.03648156,"Urban"
"J81003",15.36448,18.04542334,"Urban"
"J81006",22.42478,17.6026338,"Urban"
"J81010",35.64901,14.12380116,"Urban"
"J81012",21.05154,17.89465428,"Urban"
"J81013",20.27609,15.95268691,"Urban"
"J81016",26.21114,13.21678802,"Urban"
"J81018",20.61873,17.7050031,"Urban"
"J81021",13.67382,29.53817923,"Urban"
"J81022",42.09035,12.71865989,"Urban"
"J81027",30.32707,24.23915414,"Urban"
"J81028",39.07794,8.666861018,"Urban"
"J81030",28.329,7.036346853,"Urban"
"J81033",13.27307,24.51397343,"Urban"
"J81034",26.43969,10.73771735,"Urban"
"J81036",18.65776,22.29995139,"Urban"
"J81041",27.55999,6.910923131,"Urban"
"J81042",17.16227,19.62344863,"Urban"
"J81046",28.63827,8.018940586,"Urban"
"J81049",27.62634,13.94608217,"Urban"
"J81051",24.88382,20.1042878,"Urban"
"J81052",22.35913,23.00471693,"Urban"
"J81056",29.16062,14.02300276,"Urban"
"J81057",31.42019,15.97236069,"Urban"
"J81059",20.66184,17.46703338,"Urban"
"J81061",44.35818,10.08641051,"Urban"
"J81064",23.81554,16.76779681,"Urban"
"J81066",25.44973,12.51394796,"Urban"
"J81068",29.07801,14.52593258,"Urban"
"J81070",19.9095,19.37069703,"Urban"
"J81072",12.11172,23.63471032,"Urban"
"J81073",25.06224,29.47788752,"Urban"
"J81075",29.67653,22.01496876,"Urban"
"J81076",33.27754,18.3470339,"Urban"
"J81077",25.94287,10.2281395,"Urban"
"J81082",28.17491,13.99599481,"Urban"
"J81086",18.33026,14.52338082,"Urban"
"J81087",18.39519,14.29092652,"Urban"
"J81609",39.28811,18.66693393,"Urban"
"J81613",26.12019,18.36425751,"Urban"
"J81625",14.5764,18.00280213,"Urban"
"J81626",24.95533,15.180576,"Urban"
"J81633",18.87346,27.77540492,"Urban"
"J81634",7.952,32.07451346,"Urban"
"J81637",27.57208,14.12638564,"Urban"
"J81646",25.55246,11.75483121,"Urban"
"J81648",20.15723,16.74134192,"Urban"
"J82001",10.23961,23.52575538,"Urban"
"J82002",17.83992,27.56759348,"Urban"
"J82005",29.48403,11.5520908,"Urban"
"J82007",35.64294,14.94157974,"Urban"
"J82010",20.50593,26.78973512,"Urban"
"J82012",25.41781,13.00756907,"Urban"
"J82015",17.72872,14.29136023,"Urban"
"J82017",20.58948,12.26152405,"Urban"
"J82019",24.80906,6.064369511,"Urban"
"J82020",17.64967,14.70356467,"Urban"
"J82021",36.1995,16.06463495,"Urban"
"J82022",18.88704,28.08713819,"Urban"
"J82025",17.58031,12.75749163,"Urban"
"J82026",27.22596,13.23911847,"Urban"
"J82028",15.85596,21.86331816,"Urban"
"J82033",22.45745,11.18982119,"Urban"
"J82035",20.04325,11.94273162,"Urban"
"J82039",29.43417,12.91059233,"Urban"
"J82040",14.63934,30.88981343,"Urban"
"J82041",16.26186,33.4908923,"Urban"
"J82049",22.0039,6.354087474,"Urban"
"J82050",13.46684,9.401394405,"Urban"
"J82053",18.62242,15.06595442,"Urban"
"J82055",20,21.04469951,"Urban"
"J82056",26.30365,15.45082278,"Urban"
"J82058",12.19309,15.9106852,"Urban"
"J82062",14.17181,35.13048684,"Urban"
"J82063",16.0352,14.3167426,"Urban"
"J82066",15.19327,18.26506583,"Urban"
"J82067",15.61683,11.90847855,"Urban"
"J82069",15.9664,16.22767825,"Urban"
"J82071",13.56754,15.16728373,"Urban"
"J82072",22.34141,11.74719845,"Urban"
"J82073",16.81425,22.75712259,"Urban"
"J82074",26.96371,10.84144028,"Urban"
"J82075",33.05183,12.4499219,"Urban"
"J82076",18.22886,27.01320819,"Urban"
"J82080",1.44154,19.28524207,"Urban"
"J82082",11.03479,20.22001908,"Urban"
"J82083",20.32024,22.62917365,"Urban"
"J82084",24.12863,19.94755068,"Urban"
"J82087",18.27797,26.47310874,"Urban"
"J82088",15.65725,26.04732184,"Urban"
"J82089",19.66649,8.539895623,"Urban"
"J82092",16.99354,23.1529479,"Urban"
"J82098",23.64889,10.6649861,"Urban"
"J82099",18.03776,4.151031185,"Urban"
"J82101",19.9466,27.03315014,"Urban"
"J82102",20.53892,14.64152627,"Urban"
"J82103",19.41219,14.42838654,"Urban"
"J82104",34.95652,6.194851044,"Urban"
"J82110",18.82234,4.600004136,"Urban"
"J82112",22.73236,13.54545776,"Urban"
"J82114",7.65027,31.10888128,"Urban"
"J82115",9.26607,27.6134264,"Urban"
"J82122",12.28344,24.71105013,"Urban"
"J82125",18.73967,14.37093798,"Urban"
"J82126",21.01557,17.81094885,"Urban"
"J82135",19.90082,4.707526411,"Urban"
"J82136",23.007,9.939088058,"Urban"
"J82139",36.99552,10.12595385,"Urban"
"J82143",22.38599,4.953855723,"Urban"
"J82144",15.10195,14.88049626,"Urban"
"J82145",27.14193,10.37460623,"Urban"
"J82147",23.412,7.092496786,"Urban"
"J82150",31.04875,10.88643262,"Urban"
"J82154",19.2398,11.58217868,"Urban"
"J82155",14.28232,30.2593792,"Urban"
"J82156",30.9776,14.41790812,"Urban"
"J82157",23.93936,11.85805757,"Urban"
"J82161",26.18046,10.82732017,"Urban"
"J82163",25.44742,12.66260201,"Urban"
"J82169",14.87346,12.77393764,"Urban"
"J82174",23.01134,6.063463817,"Urban"
"J82180",18.55393,19.22101841,"Urban"
"J82183",19.45099,16.23276043,"Urban"
"J82184",15.43964,15.29578435,"Urban"
"J82194",18.25379,22.80002796,"Urban"
"J82198",12.35626,19.61415819,"Urban"
"J82207",12.84351,19.13579611,"Urban"
"J82208",14.93283,27.54369559,"Urban"
"J82210",34.67593,16.28588643,"Urban"
"J82213",11.86441,33.73243387,"Urban"
"J82215",28.22593,9.614985685,"Urban"
"J82216",26.04884,7.578873451,"Urban"
"J82605",6.77441,19.01644115,"Urban"
"J82622",17.01341,27.5784321,"Urban"
"J82640",20.45737,8.664299963,"Urban"
"J82646",14.81142,34.58161433,"Urban"
"J82663",6.44857,17.67622923,"Urban"
"J82669",14.6448,26.40421688,"Urban"
"J83001",25.11566,14.77251394,"Urban"
"J83003",27.16116,14.31709414,"Urban"
"J83007",17.03379,12.9723976,"Urban"
"J83010",23.64494,13.06994966,"Urban"
"J83011",25.9993,16.09340253,"Urban"
"J83018",26.79858,14.72837614,"Urban"
"J83021",17.84292,16.09132457,"Urban"
"J83022",14.02788,12.73801957,"Urban"
"J83024",17.9428,34.13735831,"Urban"
"J83026",25.48382,13.60221893,"Urban"
"J83027",18.17036,29.01371512,"Urban"
"J83029",25.53663,12.82042223,"Urban"
"J83034",28.98305,15.49449588,"Urban"
"J83036",17.82697,16.11646543,"Urban"
"J83038",8.93059,34.60552696,"Urban"
"J83039",21.74905,15.59706702,"Urban"
"J83046",21.60999,15.42044684,"Urban"
"J83047",18.10093,20.73771794,"Urban"
"J83050",19.51763,12.9705954,"Urban"
"J83052",14.30501,14.47574348,"Urban"
"J83053",25.07574,15.50266128,"Urban"
"J83055",22.63058,11.68000089,"Urban"
"J83057",17.87936,13.61038522,"Urban"
"J83059",19.73209,14.15801576,"Urban"
"J83645",15.18458,21.78342354,"Urban"
"J83646",11.35567,20.02933712,"Urban"
"J84004",26.60465,24.03324371,"Urban"
"J84005",28.82003,26.4441091,"Urban"
"J84008",25.9908,25.69132014,"Urban"
"J84011",21.8911,23.75911393,"Urban"
"J84013",30.90763,26.29910677,"Urban"
"J84015",25.14787,15.56577933,"Urban"
"K81001",13.95276,11.70558724,"Urban"
"K81002",13.78588,11.85799096,"Urban"
"K81005",8.86594,23.58277051,"Urban"
"K81006",20.36857,6.763071784,"Urban"
"K81007",9.3718,21.49758231,"Urban"
"K81010",20.15703,4.366949186,"Urban"
"K81015",18.87101,9.990138253,"Urban"
"K81017",23.03286,10.4637569,"Urban"
"K81018",20.63323,7.596110637,"Urban"
"K81019",9.34122,12.64920518,"Urban"
"K81020",18.15704,9.054326457,"Urban"
"K81022",19.445,5.982014919,"Urban"
"K81024",11.10441,20.83829724,"Urban"
"K81025",19.11297,5.85351653,"Urban"
"K81028",20.98922,4.158260984,"Urban"
"K81030",18.47895,12.91043014,"Urban"
"K81034",9.12853,25.50615718,"Urban"
"K81036",15.45325,10.68994923,"Urban"
"K81042",22.42615,5.964077899,"Urban"
"K81043",9.80844,23.57285704,"Urban"
"K81045",14.3935,8.558657388,"Urban"
"K81046",16.14799,7.877238581,"Urban"
"K81047",16.42214,4.836976604,"Urban"
"K81051",15.23501,8.078574816,"Urban"
"K81060",14.88867,7.084388195,"Urban"
"K81063",18.72023,12.06309546,"Urban"
"K81066",17.24644,7.636103142,"Urban"
"K81068",19.23745,7.878688808,"Urban"
"K81069",21.61264,5.416718228,"Urban"
"K81073",18.89785,9.550914805,"Urban"
"K81074",9.9076,7.550775466,"Urban"
"K81076",25.26305,5.457959442,"Urban"
"K81080",20.4681,6.401621765,"Urban"
"K81082",9.43,19.24352731,"Urban"
"K81083",9.7613,23.32608062,"Urban"
"K81084",18.774,7.188548885,"Urban"
"K81085",11.58441,23.01483487,"Urban"
"K81087",11.6241,14.77525098,"Urban"
"K81089",11.37999,25.20391612,"Urban"
"K81092",16.1002,3.933291177,"Urban"
"K81094",11.68191,14.82040063,"Urban"
"K81097",17.86202,7.801558691,"Urban"
"K81607",10.93517,11.799484,"Urban"
"K81608",7.54352,22.38625833,"Urban"
"K81610",14.38496,13.0756081,"Urban"
"K81616",11.79516,22.80698359,"Urban"
"K81630",16.20769,10.96499245,"Urban"
"K81638",9.94182,8.267169263,"Urban"
"K81645",7.0137,23.66652011,"Urban"
"K81655",15.83825,6.637265994,"Urban"
"K81656",10.77022,11.90976705,"Urban"
"K81657",6.20361,15.8215553,"Urban"
"K82001",24.1612,6.141517328,"Urban"
"K82003",10.6772,24.90912953,"Urban"
"K82004",17.87598,5.968071871,"Urban"
"K82007",18.32245,10.58460482,"Urban"
"K82008",22.18107,6.123139392,"Urban"
"K82009",25.44062,11.14478159,"Urban"
"K82010",12.5817,13.95582907,"Urban"
"K82011",18.10048,6.062972003,"Urban"
"K82012",24.98567,3.404973209,"Urban"
"K82013",22.45485,19.27508286,"Urban"
"K82014",16.82766,12.7117543,"Urban"
"K82015",17.25212,18.40192352,"Urban"
"K82016",22.13869,10.62819685,"Urban"
"K82017",15.17589,11.22665447,"Urban"
"K82022",12.2449,15.32796174,"Urban"
"K82023",23.19712,7.937154291,"Urban"
"K82024",19.01773,11.65459185,"Urban"
"K82025",20.75455,17.12085398,"Urban"
"K82026",14.67374,17.70718069,"Urban"
"K82027",15.4907,23.1407993,"Urban"
"K82029",17.9478,11.4405934,"Urban"
"K82030",12.4955,16.38479872,"Urban"
"K82031",19.62198,9.636994171,"Urban"
"K82033",18.44546,14.32503957,"Urban"
"K82036",15.84524,15.44956163,"Urban"
"K82037",19.70647,10.79942243,"Urban"
"K82038",15.26684,13.52522744,"Urban"
"K82039",12.60595,17.44725163,"Urban"
"K82040",11.75341,17.0376727,"Urban"
"K82044",10.79452,13.65040285,"Urban"
"K82045",23.10187,8.781674334,"Urban"
"K82046",20.61545,4.566269799,"Urban"
"K82049",27.22897,4.174574876,"Urban"
"K82051",24.13058,4.349250226,"Urban"
"K82053",15.98664,14.17795348,"Urban"
"K82054",14.7019,38.87218614,"Urban"
"K82058",16.00821,11.72714182,"Urban"
"K82059",14.35954,25.99570563,"Urban"
"K82064",7.43396,25.58244068,"Urban"
"K82065",9.92134,22.50379483,"Urban"
"K82066",23.81021,6.661513921,"Urban"
"K82067",13.73808,12.37950331,"Urban"
"K82076",12.77074,11.17996569,"Urban"
"K82078",22.12427,6.157605564,"Urban"
"K82610",7.25204,40.98468533,"Urban"
"K82615",9.90693,12.73295955,"Urban"
"K82617",16.56607,10.15732369,"Urban"
"K82621",16.32042,6.252535733,"Urban"
"K82631",8.23813,9.958936272,"Urban"
"K83002",15.10198,26.05460085,"Urban"
"K83003",17.12803,25.1205521,"Urban"
"K83005",14.21327,29.35914699,"Urban"
"K83006",18.20063,20.79856043,"Urban"
"K83007",18.14264,16.59422607,"Urban"
"K83008",22.09703,16.13394048,"Urban"
"K83009",16.56183,13.68553348,"Urban"
"K83010",13.77267,20.75439634,"Urban"
"K83011",21.25848,21.04706493,"Urban"
"K83012",16.5391,22.10720887,"Urban"
"K83013",15.13563,23.85579313,"Urban"
"K83014",13.74421,26.64749184,"Urban"
"K83015",21.87929,18.25809187,"Urban"
"K83018",19.18139,7.061871845,"Urban"
"K83020",9.7683,33.12563771,"Urban"
"K83024",19.32878,17.20319348,"Urban"
"K83025",10.45669,29.52869671,"Urban"
"K83026",14.24902,26.26396294,"Urban"
"K83027",13.26977,27.05096192,"Urban"
"K83029",17.18653,21.69766562,"Urban"
"K83032",17.01101,17.75301224,"Urban"
"K83035",15.35251,24.48986219,"Urban"
"K83036",17.17372,21.14140671,"Urban"
"K83037",19.35007,15.03238462,"Urban"
"K83039",22.36197,20.84862046,"Urban"
"K83040",15.55707,30.87290254,"Urban"
"K83041",17.46578,18.42639922,"Urban"
"K83042",14.94681,23.40127202,"Urban"
"K83043",16.15659,23.43536138,"Urban"
"K83044",22.13473,15.53239217,"Urban"
"K83047",16.59419,22.86816349,"Urban"
"K83048",18.03178,32.93892038,"Urban"
"K83049",18.45504,7.545144452,"Urban"
"K83050",11.21126,24.60594649,"Urban"
"K83051",15.28505,22.64777938,"Urban"
"K83055",15.90271,8.86250159,"Urban"
"K83056",14.00599,22.84547158,"Urban"
"K83059",13.21522,29.88951155,"Urban"
"K83076",12.09007,31.35027781,"Urban"
"K83077",18.0229,22.90279586,"Urban"
"K83080",18.32195,11.9932001,"Urban"
"K83607",20.8373,22.50300541,"Urban"
"K83610",13.74408,9.363012867,"Urban"
"K83614",16.89974,25.34550493,"Urban"
"K83618",9.54111,31.5757756,"Urban"
"K83622",11.00561,20.74923638,"Urban"
"K84001",22.31723,7.329774488,"Urban"
"K84002",14.98278,10.81829284,"Urban"
"K84004",15.18539,21.31270886,"Urban"
"K84007",16.37126,20.48542351,"Urban"
"K84009",8.40547,13.73887774,"Urban"
"K84011",12.9603,9.489270445,"Urban"
"K84013",6.08615,15.53226557,"Urban"
"K84016",9.71252,14.86127967,"Urban"
"K84017",19.98619,9.861442829,"Urban"
"K84019",22.04247,8.772883885,"Urban"
"K84021",10.26186,9.338424306,"Urban"
"K84024",18.79461,19.96394023,"Urban"
"K84025",21.8738,6.492706944,"Urban"
"K84026",12.95164,10.1812273,"Urban"
"K84027",23.63282,9.862466778,"Urban"
"K84028",15.36336,18.77737202,"Urban"
"K84031",11.10728,31.88046702,"Urban"
"K84032",10.92788,20.15270994,"Urban"
"K84033",18.72934,9.027106355,"Urban"
"K84035",22.11177,7.187684421,"Urban"
"K84038",16.61512,13.02990661,"Urban"
"K84041",21.76449,8.963036122,"Urban"
"K84043",15.60605,9.87820965,"Urban"
"K84044",14.48159,13.34942159,"Urban"
"K84045",21.61423,10.31937762,"Urban"
"K84048",11.86593,19.11198331,"Urban"
"K84049",9.73948,15.90898984,"Urban"
"K84050",22.00247,7.820351703,"Urban"
"K84054",16.49836,9.587794594,"Urban"
"K84059",18.97175,14.14276103,"Urban"
"K84060",10.84591,17.46602585,"Urban"
"K84062",11.02712,19.23966012,"Urban"
"K84063",6.7686,19.96472044,"Urban"
"K84072",24.29861,9.869814855,"Urban"
"K84075",11.38681,8.449670638,"Urban"
"K84078",6.30906,14.61990045,"Urban"
"K84079",16.49701,6.358225067,"Urban"
"K84080",10.39114,13.34854198,"Urban"
"K84082",20.45143,10.83101651,"Urban"
"K84605",5.87953,15.63955926,"Urban"
"K84613",11.99944,10.35509188,"Urban"
"K84618",16.33775,9.299066143,"Urban"
"K84624",8.56628,7.846628208,"Urban"
"L81007",11.28033,24.06602075,"Urban"
"L81009",20.50233,26.19792585,"Urban"
"L81034",26.01099,8.119603029,"Urban"
"L81051",24.03531,31.24384578,"Urban"
"L81075",5.67501,20.26175327,"Urban"
"L81087",13.87712,27.28741748,"Urban"
"L81120",11.21062,22.01353521,"Urban"
"L81133",0.00462,13.89608051,"Urban"
"L81642",17.54041,10.33850732,"Urban"
"L82010",21.57402,28.1843899,"Urban"
"L82018",24.45733,19.56152145,"Urban"
"L82028",21.66348,19.1985627,"Urban"
"L82029",20.62786,22.21539516,"Urban"
"L82038",29.89604,25.51738263,"Urban"
"L82041",20.28202,31.33305433,"Urban"
"L82042",23.75488,27.71671691,"Urban"
"L82049",23.16045,19.87327023,"Urban"
"L82052",25.09492,17.80930544,"Urban"
"L82059",25.45941,18.27249401,"Urban"
"L82066",28.98952,16.59249243,"Urban"
"L82070",29.08203,30.06172101,"Urban"
"L82620",23.09822,25.78984078,"Urban"
"L82622",21.55697,16.41615416,"Urban"
"L83002",28.2189,14.77722418,"Urban"
"L83003",18.33906,24.10099203,"Urban"
"L83008",18.83583,24.92545202,"Urban"
"L83027",19.10266,40.45539179,"Urban"
"L83029",20.49,33.80960473,"Urban"
"L83038",28.08599,18.21649539,"Urban"
"L83039",16.52835,28.25186484,"Urban"
"L83056",27.17213,13.63564395,"Urban"
"L83072",16.2323,30.53042652,"Urban"
"L83101",30.66969,17.52302911,"Urban"
"L83118",20.25283,30.11229718,"Urban"
"L83131",28.20374,24.62175285,"Urban"
"L83147",14.01583,20.36153204,"Urban"
"L83651",10.35921,54.33342494,"Urban"
"L84007",20.40531,11.92503749,"Urban"
"L84008",18.36608,17.83732604,"Urban"
"L84009",18.46406,17.68995875,"Urban"
"L84010",28.14412,10.35786421,"Urban"
"L84012",22.60377,10.15088437,"Urban"
"L84014",28.94354,9.61500344,"Urban"
"L84015",22.68614,7.279687477,"Urban"
"L84018",24.75162,11.81010523,"Urban"
"L84022",20.16786,17.25751383,"Urban"
"L84023",24.21109,14.89245806,"Urban"
"L84026",19.00219,22.28991936,"Urban"
"L84028",22.78715,22.30597809,"Urban"
"L84030",13.74989,12.19786738,"Urban"
"L84033",20.3176,12.71992392,"Urban"
"L84034",16.92557,19.00104382,"Urban"
"L84036",21.57743,9.648265025,"Urban"
"L84039",21.51032,11.99895876,"Urban"
"L84040",26.72729,6.218735532,"Urban"
"L84041",18.66113,13.93126337,"Urban"
"L84046",23.81974,23.30210693,"Urban"
"L84047",22.38131,9.866593535,"Urban"
"L84048",26.01573,8.441848578,"Urban"
"L84049",17.76824,17.33629109,"Urban"
"L84050",12.18245,20.63511193,"Urban"
"L84052",15.37661,34.90064182,"Urban"
"L84054",21.53611,14.14611464,"Urban"
"L84058",18.2503,20.60817782,"Urban"
"L84059",18.5282,16.01822356,"Urban"
"L84065",24.64046,9.357503534,"Urban"
"L84067",18.92333,10.14555511,"Urban"
"L84069",29.0889,19.28458799,"Urban"
"L84070",20.15833,13.48898099,"Urban"
"L84071",27.00826,19.00986039,"Urban"
"L84073",19.50841,13.12895214,"Urban"
"L84075",23.3287,13.04381341,"Urban"
"L84077",23.67327,12.38427772,"Urban"
"L84080",20.34184,12.30861274,"Urban"
"L84081",15.24377,31.59591849,"Urban"
"L84084",16.78348,15.40854344,"Urban"
"L84606",25.28912,16.4432268,"Urban"
"L84613",23.71834,13.80501894,"Urban"
"L84616",18.62507,15.09352644,"Urban"
"L84617",11.6304,14.79140528,"Urban"
"L85001",21.59444,17.74693683,"Urban"
"L85002",29.47828,14.75732288,"Urban"
"L85006",18.39831,19.18644829,"Urban"
"L85008",20.89895,18.10250181,"Urban"
"L85012",25.39603,17.82094914,"Urban"
"L85014",16.30122,25.434883,"Urban"
"L85015",21.39841,18.3593512,"Urban"
"L85016",33.88379,21.0347581,"Urban"
"L85017",23.93654,20.51872584,"Urban"
"L85019",32.20986,20.97190282,"Urban"
"L85021",28.06261,9.767131022,"Urban"
"L85022",21.78569,18.3632984,"Urban"
"L85023",17.27328,18.67644829,"Urban"
"L85025",16.11677,26.80699945,"Urban"
"L85029",24.55538,15.51549475,"Urban"
"L85030",26.33362,20.53712878,"Urban"
"L85034",28.94017,14.95495896,"Urban"
"L85035",18.48259,24.68107773,"Urban"
"L85042",18.22783,27.96346709,"Urban"
"L85048",19.03762,20.79644531,"Urban"
"L85050",26.23298,17.99477844,"Urban"
"L85051",16.37955,28.40841715,"Urban"
"L85052",25.786,18.95131627,"Urban"
"L85062",18.71281,25.60153156,"Urban"
"L85064",9.11898,24.54831556,"Urban"
"L85607",11.15718,24.44403056,"Urban"
"M81001",18.84199,23.17187963,"Urban"
"M81002",17.71078,25.41432892,"Urban"
"M81004",22.50541,17.12096575,"Urban"
"M81005",19.414,28.12836522,"Urban"
"M81006",17.74068,13.45730654,"Urban"
"M81008",16.92087,22.81786082,"Urban"
"M81010",19.82341,26.66583966,"Urban"
"M81015",23.48968,20.51350531,"Urban"
"M81016",26.90135,23.71729549,"Urban"
"M81017",13.92576,32.72567938,"Urban"
"M81019",19.40165,24.74011804,"Urban"
"M81020",16.82933,24.71885901,"Urban"
"M81021",20.47998,11.58224717,"Urban"
"M81022",17.75567,20.0430621,"Urban"
"M81025",21.45703,19.0524186,"Urban"
"M81026",19.10679,18.32929402,"Urban"
"M81027",22.5241,5.404348618,"Urban"
"M81032",23.78922,14.86025692,"Urban"
"M81034",25.60217,18.20722235,"Urban"
"M81035",18.46107,16.91903922,"Urban"
"M81037",22.45886,17.53606113,"Urban"
"M81039",28.27189,15.82902031,"Urban"
"M81041",20.12968,20.83954418,"Urban"
"M81044",26.23279,18.3066919,"Urban"
"M81047",21.59272,18.59691642,"Urban"
"M81049",19.84809,16.99777001,"Urban"
"M81055",18.04636,29.36013505,"Urban"
"M81056",23.45414,26.59670429,"Urban"
"M81058",25.49251,18.31067944,"Urban"
"M81061",30.10876,17.91021633,"Urban"
"M81062",20.5235,52.62023778,"Urban"
"M81063",23.39546,16.80694609,"Urban"
"M81064",25.16266,11.42836173,"Urban"
"M81066",24.42495,18.00707469,"Urban"
"M81068",25.05419,21.73359284,"Urban"
"M81069",25.10872,14.01905146,"Urban"
"M81070",21.87631,15.65701622,"Urban"
"M81072",20.57321,19.74076768,"Urban"
"M81075",26.83802,18.28869969,"Urban"
"M81076",32.49442,11.63884309,"Urban"
"M81077",28.11419,9.623348518,"Urban"
"M81081",27.47886,16.54972066,"Urban"
"M81082",17.48518,15.02950046,"Urban"
"M81084",20.82445,13.31620272,"Urban"
"M81091",22.90519,13.4418625,"Urban"
"M81092",21.58235,18.58595322,"Urban"
"M81093",15.95066,24.00409389,"Urban"
"M81094",19.61323,17.9362934,"Urban"
"M81616",18.10636,21.26937949,"Urban"
"M81617",15.31289,18.42829451,"Urban"
"M81627",16.18302,18.10008679,"Urban"
"M81629",24.54282,16.88511933,"Urban"
"M82002",22.36764,11.89244411,"Urban"
"M82003",16.19989,35.4932769,"Urban"
"M82004",29.50901,15.24062387,"Urban"
"M82005",26.26015,18.69907246,"Urban"
"M82006",22.17532,18.72681917,"Urban"
"M82007",18.9439,22.84816382,"Urban"
"M82009",20.26214,34.16316801,"Urban"
"M82010",24.25076,19.35552158,"Urban"
"M82012",15.44163,25.61712311,"Urban"
"M82016",26.81569,10.77904762,"Urban"
"M82022",22.26176,19.69825474,"Urban"
"M82026",24.03633,18.42668515,"Urban"
"M82028",25.7842,11.72688876,"Urban"
"M82032",16.66471,22.17032433,"Urban"
"M82034",25.73884,15.73721561,"Urban"
"M82039",19.85977,26.04771963,"Urban"
"M82040",17.81842,16.34700911,"Urban"
"M82042",14.98209,46.94365944,"Urban"
"M82047",22.70815,13.92026288,"Urban"
"M82048",22.07506,17.38995833,"Urban"
"M82051",27.8727,17.03929846,"Urban"
"M82056",19.40778,11.53807967,"Urban"
"M82057",12.37235,21.70303135,"Urban"
"M82060",23.43016,15.27001142,"Urban"
"M82606",17.12613,20.22828804,"Urban"
"M82616",17.64142,39.03465442,"Urban"
"M83004",29.62183,28.52111819,"Urban"
"M83005",24.02508,27.66685792,"Urban"
"M83006",24.5755,10.86727999,"Urban"
"M83007",16.06426,19.99521907,"Urban"
"M83010",11.65378,29.23633146,"Urban"
"M83011",27.93275,13.19782756,"Urban"
"M83012",25.50957,18.07594099,"Urban"
"M83014",15.58685,28.28172509,"Urban"
"M83016",26.96861,15.55701968,"Urban"
"M83018",25.79084,11.86293588,"Urban"
"M83020",24.9897,12.95430396,"Urban"
"M83021",17.62007,38.22319779,"Urban"
"M83023",24.61538,20.48534626,"Urban"
"M83024",20.70548,16.08302847,"Urban"
"M83025",24.65493,18.97640172,"Urban"
"M83026",11.32844,25.96291764,"Urban"
"M83027",18.84293,13.08692266,"Urban"
"M83028",17.24902,39.20278669,"Urban"
"M83030",22.29659,13.49634837,"Urban"
"M83031",30.28421,10.307936,"Urban"
"M83032",20.12874,19.50992936,"Urban"
"M83033",19.2053,21.67387049,"Urban"
"M83034",22.09127,24.70001953,"Urban"
"M83036",20.53313,19.79492834,"Urban"
"M83038",24.28764,24.4591184,"Urban"
"M83042",25.52434,18.42142811,"Urban"
"M83044",17.03851,17.73578015,"Urban"
"M83046",27.10464,14.97991847,"Urban"
"M83047",21.8997,26.4613178,"Urban"
"M83048",21.13597,17.99794171,"Urban"
"M83049",23.42703,14.50944521,"Urban"
"M83050",21.08333,16.74261051,"Urban"
"M83051",18.7531,20.86967855,"Urban"
"M83052",18.29457,9.785542355,"Urban"
"M83056",23.58786,15.83028539,"Urban"
"M83057",19.2989,17.54520223,"Urban"
"M83061",25.74026,22.74385641,"Urban"
"M83066",16.80021,21.22604833,"Urban"
"M83068",16.60004,32.1195229,"Urban"
