"","Practice.Code","Achievement_AF","Achievement_BP","Achievement_CHD","Achievement_CHOL","Achievement_HF","Achievement_HYP","Achievement_LVSD","Achievement_PAD","Achievement_STIA","Prevalence_AF","Prevalence_BP","Prevalence_CHD","Prevalence_CHOL","Prevalence_HF","Prevalence_HYP","Prevalence_LVSD","Prevalence_PAD","Prevalence_STIA","List.Size_AF","List.Size_BP","List.Size_CHD","List.Size_CHOL","List.Size_HF","List.Size_HYP","List.Size_LVSD","List.Size_PAD","List.Size_STIA"
"5375","M88013",100,100,99.5357142857143,100,100,90.6,NA,100,96.6363636363636,2.34783806114018,NA,4.08289727347838,NA,1.42522721013495,15.5673368218122,0.960143676176003,0.688515560451666,1.71440374552465,14524,5964,14524,14477,14524,14524,NA,14524,14524
"5376","M91637",100,100,99.1785714285714,100,87.9310344827586,68.88,NA,100,89.4545454545455,3.07692307692308,NA,3.71352785145889,NA,1.22015915119363,16.657824933687,0.405576679340938,0.450928381962865,2.25464190981432,3770,1922,3770,3945,3770,3770,NA,3770,3770
"5377","M91034",100,100,100,100,100,100,NA,100,100,3.42717258261934,NA,4.44716442268462,NA,1.55038759689922,18.2374541003672,1.16046418567427,0.632394940840473,2.83557731538148,4902,2460,4902,4998,4902,4902,NA,4902,4902
"5378","M91628",100,100,100,100,100,100,NA,100,100,1.17528542646071,NA,5.23841504365346,NA,0.570852921423774,18.6366689053056,0.495703899537343,0.503693754197448,1.71255876427132,2978,1171,2978,3026,2978,2978,NA,2978,2978
"5379","M91659",100,100,100,76.5333333333333,100,100,NA,100,96.6363636363636,0.536277602523659,NA,3.50157728706625,NA,0.220820189274448,12.2397476340694,0.449640287769784,0.252365930599369,1.198738170347,3170,934,3170,3336,3170,3170,NA,3170,3170
"5380","M91014",100,91.4,100,100,100,100,NA,100,100,1.77179305457123,NA,4.14599574769667,NA,1.41743444365698,16.9737774627923,1.0536398467433,0.425230333097094,1.66548547129695,2822,1118,2822,3132,2822,2822,NA,2822,2822
"5381","M91619",100,100,100,100,100,83,NA,100,100,1.35208220659816,NA,3.26302505859023,NA,0.721110510185686,12.8718226068145,0.368509212730318,0.360555255092843,0.901388137732107,5547,1894,5547,5970,5547,5547,NA,5547,5547
"5382","M88006",100,96.6,100,100,100,99.2,NA,100,100,1.11038536903984,NA,2.81678641410843,NA,0.881776616590464,12.8265839320705,0.428724544480171,0.48171129980405,1.42064010450686,12248,3593,12248,12129,12248,12248,NA,12248,12248
"5383","M87620",98.3793103448276,86.8666666666667,84.75,82.0333333333333,76.2413793103448,57.6,NA,100,72.2727272727273,1.31349897135623,NA,2.64282323152398,NA,0.506409241968666,11.7423642981484,0.414491863678231,0.348156353853458,1.39262541541383,6319,2453,6319,6514,6319,6319,NA,6319,6319
"5384","M92008",100,84.7333333333333,99.5714285714286,99.6,99.6206896551724,81.96,NA,100,100,2.92675209618731,NA,3.57538364182882,NA,1.25771238728049,16.5401044138586,1.06158769807197,0.474608448030375,2.24647998734378,12642,6708,12642,12811,12642,12642,NA,12642,12642
"5385","M88620",100,100,100,99.2666666666667,100,100,NA,100,100,1.39674093781177,NA,2.59394745593615,NA,0.66511473229132,13.5350848021284,0.617474529175671,0.432324575989358,1.16395078150981,3007,1010,3007,3239,3007,3007,NA,3007,3007
"5386","M87605",100,99.6666666666666,100,100,100,76.68,NA,100,100,1.48780487804878,NA,2.97560975609756,NA,0.585365853658537,10.9756097560976,0.29391815509835,0.51219512195122,1.19512195121951,4100,1412,4100,4423,4100,4100,NA,4100,4100
"5387","M87628",79.551724137931,94.5333333333333,64.6785714285714,100,58.9655172413793,62.24,NA,100,88.2727272727273,0.231035810550635,NA,3.08047747400847,NA,0.539083557951483,9.1644204851752,0.925925925925926,0.115517905275318,0.924143242202541,2597,1355,2597,3456,2597,2597,NA,2597,2597
"5388","M88030",100,100,91.8928571428571,100,100,75,NA,100,96.0909090909091,3.35515548281506,NA,5.1227495908347,NA,1.94762684124386,19.5581014729951,0.642570281124498,0.769230769230769,2.40589198036007,6110,3030,6110,6225,6110,6110,NA,6110,6110
"5389","M87034",100,99.8,94.5,78.9333333333333,78.448275862069,96.64,NA,100,92.3636363636363,1.67073399662099,NA,3.30392340904824,NA,1.46423878355547,16.7448845504036,0.876117049237778,0.281584381452975,1.53932795194293,5327,2108,5327,5707,5327,5327,NA,5327,5327
"5390","M88630",100,100,89.7857142857143,100,100,88.72,NA,100,89.0909090909091,1.35849056603774,NA,4.16981132075472,NA,1,15.7169811320755,0.325920245398773,0.528301886792453,1.39622641509434,5300,2011,5300,5216,5300,5300,NA,5300,5300
"5391","M92006",100,97.2666666666667,100,100,100,98.36,NA,100,100,2.44762954796031,NA,3.72657111356119,NA,0.749724366041896,16.7364939360529,0.602150537634409,0.639470782800441,1.67585446527012,4535,2210,4535,4650,4535,4535,NA,4535,4535
"5392","M91032",100,96.6666666666667,97.7142857142857,100,100,89.56,NA,100,100,2.57689110556941,NA,3.80299251870324,NA,0.997506234413965,18.3291770573566,0.590992459751376,0.602660016625104,1.68329177057357,4812,2302,4812,4907,4812,4812,NA,4812,4812
"5393","M87021",74.3103448275862,90.7333333333333,69.2142857142857,71.7,75.0344827586207,62.64,NA,100,71.5454545454545,2.39328201539538,NA,4.07277816655003,NA,0.839748075577327,19.9580125962211,0.464745717700173,0.517844646606018,1.74947515745276,7145,2986,7145,7531,7145,7145,NA,7145,7145
"5394","M87025",97.1379310344827,89.9333333333333,73.7142857142857,60.5,81.6896551724138,40.4,NA,100,60.4545454545454,2.09938366718028,NA,4.10246533127889,NA,0.61633281972265,15.3120184899846,0.434181961713045,0.539291217257319,2.31124807395994,5192,2177,5192,5067,5192,5192,NA,5192,5192
"5395","M91026",100,100,100,100,100,67.8,NA,100,100,1.21268656716418,NA,2.22014925373134,NA,0.83955223880597,11.1194029850746,0.695435092724679,0.261194029850746,1.13805970149254,5360,1724,5360,5608,5360,5360,NA,5360,5360
"5396","Y00278",100,100,94.2142857142857,100,89.2758620689655,100,NA,100,99.5454545454546,1.69799878714372,NA,2.69860521528199,NA,1.06124924196483,13.1898120072771,0.539160045402951,0.545785324439054,1.30382049727107,3298,1207,3298,3524,3298,3298,NA,3298,3298
"5397","M88635",100,100,100,94.8,100,100,NA,100,100,1.9364448857994,NA,3.92254220456802,NA,0.99304865938431,18.9175769612711,0.936768149882904,0.54617676266137,1.68818272095333,2014,846,2014,2135,2014,2014,NA,2014,2014
"5398","M91641",100,100,100,100,100,96.52,NA,100,96.2727272727273,1.5072893501359,NA,3.5334815913022,NA,1.08722510501606,13.9609587348653,0.605913717886573,0.642451198418582,1.80380528786756,4047,1509,4047,4126,4047,4047,NA,4047,4047
"5399","M88619",100,91.0666666666667,100,100,100,100,NA,100,99.6363636363636,1.56123276561233,NA,3.22384428223844,NA,0.942822384428224,16.970802919708,0.751450584990012,0.496755879967559,1.61192214111922,9864,3695,9864,10513,9864,9864,NA,9864,9864
"5400","M88646",89.0344827586207,91,95.1071428571429,73.7,100,87.52,NA,100,91.6363636363636,1.93832599118943,NA,4.14096916299559,NA,0.92511013215859,17.5330396475771,0.594766058683584,0.176211453744493,1.49779735682819,2270,987,2270,2522,2270,2270,NA,2270,2270
"5401","M88014",100,100,80.1785714285714,42.0666666666667,48.1724137931034,65.24,NA,100,72.0909090909091,1.28954607977992,NA,3.146492434663,NA,0.876891334250344,15.388583218707,0.467945718296678,0.498624484181568,1.28954607977992,5816,2310,5816,6411,5816,5816,NA,5816,5816
"5402","M92649",91.4827586206897,100,100,81.6,100,100,NA,100,100,1.91725529767911,NA,3.02724520686176,NA,1.53884964682139,15.6912209889001,0.94944220270591,0.605449041372351,1.96770938446014,3964,1684,3964,4213,3964,3964,NA,3964,3964
"5403","M91024",100,100,100,100,100,100,NA,100,100,3.628023352794,NA,4.2952460383653,NA,1.29274395329441,21.3511259382819,1.08390204737053,0.333611342785655,1.95996663886572,2398,1412,2398,2491,2398,2398,NA,2398,2398
"5404","M88628",100,100,100,14.5333333333333,97.7931034482758,98.64,NA,100,99.9090909090909,0.583179864947821,NA,3.77532228360958,NA,0.460405156537753,15.7151626764886,0.469897209985316,0.429711479435236,1.56537753222836,3258,1302,3258,3405,3258,3258,NA,3258,3258
"5405","M92013",100,100,72.6071428571428,100,100,42.24,NA,100,84.0909090909091,1.73655230834392,NA,3.36015812508824,NA,1.45418607934491,14.8101087109982,0.835305582625644,0.578850769447974,1.59536919384442,7083,2748,7083,7183,7083,7083,NA,7083,7083
"5406","M92039",100,95.2666666666667,98.25,100,100,47.76,NA,100,97.8181818181818,2.29536595928974,NA,3.04605168182474,NA,0.851739569799336,16.2263606178721,0.345224395857307,0.50526923632164,1.7900967229681,6927,3033,6927,6952,6927,6927,NA,6927,6927
"5407","M88626",100,100,100,100,100,100,NA,100,100,1.39953348883705,NA,5.39820059980007,NA,0.833055648117294,15.8613795401533,0.619718309859155,0.333222259246918,2.06597800733089,3001,1017,3001,3550,3001,3001,NA,3001,3001
"5408","Y02212",72.7931034482759,100,91.3214285714286,82.3,89.5862068965517,91.68,NA,100,84.0909090909091,2.34690135680235,NA,3.7037037037037,NA,0.806747341400807,17.1617161716172,0.367242012486228,0.88008800880088,1.65016501650165,2727,1145,2727,2723,2727,2727,NA,2727,2727
"5409","M92012",100,100,95.7142857142857,79.3333333333333,98.6551724137931,85.08,NA,100,77.7272727272727,1.43143690736688,NA,2.62582056892779,NA,1.2764405543399,16.6119620714807,1.00239890335847,0.528811086797958,1.2126185266229,10968,4098,10968,11672,10968,10968,NA,10968,10968
"5410","M92630",100,94.4,88.9642857142857,85.7333333333333,100,61.68,NA,100,93.3636363636364,1.94071983062809,NA,3.19336626676076,NA,1.00564573041637,16.1079745942131,0.689655172413793,0.899788285109386,2.18772053634439,5668,2263,5668,5800,5668,5668,NA,5668,5668
"5411","M87006",88.1034482758621,100,93.4642857142857,100,92.6206896551724,100,NA,100,93.5454545454546,2.5564803804994,NA,4.25683709869203,NA,1.17717003567182,18.4780023781213,0.5950991831972,0.546967895362663,1.89060642092747,8410,3728,8410,8570,8410,8410,NA,8410,8410
"5412","M87020",89.8965517241379,95.4666666666667,85.7857142857143,65.1666666666667,71.7241379310345,71.24,NA,100,84.6363636363636,2.53630814565355,NA,3.71500736687013,NA,1.08398231951168,16.5649336981688,0.616169127801976,0.536729109661124,2.03115133656072,9502,4466,9502,9413,9502,9502,NA,9502,9502
"5413","M92629",100,100,100,100,100,100,NA,100,100,1.09807836286499,NA,1.79685550286998,NA,0.698777140004991,15.647616670826,0.658857979502196,0.598951834289992,1.57224856501123,4007,1356,4007,4098,4007,4007,NA,4007,4007
"5414","M91613",100,92.9333333333333,95,100,100,64.6,NA,100,93,0.803792250618302,NA,2.63808738664468,NA,0.535861500412201,9.30544105523495,0.4930073448033,0.412201154163232,1.21599340478153,9704,2580,9704,9939,9704,9704,NA,9704,9704
"5415","M88612",94.9310344827586,100,71.0714285714286,100,89.9655172413793,76.12,NA,100,82.2727272727273,1.81772279727342,NA,4.01413784397879,NA,1.54001514768998,11.3607674829589,1.02249488752556,0.908861398636708,1.91870739712194,3961,1636,3961,3912,3961,3961,NA,3961,3961
"5416","M88015",100,73.4666666666667,45.3928571428571,0,47.8965517241379,34.04,NA,100,51.2727272727273,1.31871895872581,NA,2.66312724781641,NA,0.650796369241308,13.5382771022435,0.243133723547951,0.282582634012673,1.20739852714506,11678,4501,11678,11105,11678,11678,NA,11678,11678
"5417","Y02701",100,100,100,60.6,100,92.56,NA,100,100,0.941444237533623,NA,1.97599834471343,NA,0.465549348230912,9.67308090213118,0.28331698812248,0.217256362507759,0.993171942892613,9666,2746,9666,9177,9666,9666,NA,9666,9666
"5418","M88616",100,97.2,100,99.3333333333333,100,100,NA,100,100,1.44223107569721,NA,2.87649402390438,NA,0.860557768924303,14.9163346613546,0.437991240175196,0.454183266932271,1.45019920318725,12550,6271,12550,16667,12550,12550,NA,12550,12550
"5419","M92026",100,100,93.2857142857143,100,100,91.68,NA,100,86.3636363636364,2.48073217726397,NA,3.58863198458574,NA,1.9990366088632,13.6560693641618,1.22370115929583,0.553949903660886,2.26396917148362,4152,2067,4152,4658,4152,4152,NA,4152,4152
"5420","M88043",100,100,100,100,90.9310344827586,100,NA,100,96.0909090909091,1.61062447018932,NA,2.75501554111331,NA,0.94659508335688,13.1816897428652,0.583050847457627,0.353207120655552,1.20090421022888,7078,2831,7078,7375,7078,7078,NA,7078,7078
"5421","M87602",100,100,97.1428571428571,99.9666666666667,90.1034482758621,92.84,NA,100,92.0909090909091,2.54050810162032,NA,3.77075415083017,NA,0.960192038407682,18.6937387477495,0.47913755240567,0.610122024404881,1.83036607321464,9998,4895,9998,10018,9998,9998,NA,9998,9998
"5422","Y02627",100,80.8,94.8571428571429,85.4,100,86.24,NA,100,100,1.79568066003397,NA,3.18692873897921,NA,1.15667718191378,12.1248887810402,0.780351568917365,0.582382916767775,1.90892178273882,12363,3697,12363,12174,12363,12363,NA,12363,12363
"5423","M91036",100,100,100,100,100,100,NA,100,100,1.53660741187105,NA,3.22386260921964,NA,0.692979813196746,11.9011750527267,0.832408435072142,0.602591141910214,1.44621874058451,3319,1177,3319,3604,3319,3319,NA,3319,3319
"5424","M88031",100,100,100,72.9666666666667,100,100,NA,100,100,2.27216596690541,NA,3.01308965176587,NA,1.50654482588293,16.2756236107681,0.805270863836017,0.642133860212398,2.17337614225735,4049,1709,4049,4098,4049,4049,NA,4049,4049
"5425","M88041",100,74.2666666666667,95.75,100,93.448275862069,44.56,NA,100,88.7272727272727,0.641960898745258,NA,2.71374379924132,NA,0.846221184709659,11.7887365042311,0.369528140989198,0.145900204260286,1.28392179749052,3427,994,3427,3518,3427,3427,NA,3427,3427
"5426","M92612",96.6206896551724,92,99.1785714285714,69,98.9310344827586,88.64,NA,100,98.4545454545454,1.73556080958196,NA,3.08659617033438,NA,1.64722388214815,15.7525526773883,1.06072728211216,0.639143651432877,1.96939385278911,38489,15596,38489,38747,38489,38489,NA,38489,38489
"5427","Y02653",86.4827586206897,100,83.2857142857143,100,66.2068965517241,73.92,NA,100,81.5454545454546,2.21021611001965,NA,3.68369351669941,NA,1.12966601178782,15.2013752455796,0.503235082674335,0.736738703339882,2.33300589390963,4072,1482,4072,4173,4072,4072,NA,4072,4072
"5428","M91654",100,100,100,100,100,100,NA,100,94,2.04081632653061,NA,2.59151279559443,NA,0.680272108843537,15.7758341431811,0.186799501867995,0.485908649173955,1.392938127632,3087,1348,3087,3212,3087,3087,NA,3087,3087
"5429","M88645",100,100,66.2857142857143,100,100,44.68,NA,100,58.7272727272727,1.41276427583481,NA,3.2602252519265,NA,0.464335111638016,12.2110254890338,0.39308989345195,0.44457617071725,1.51155898043865,10122,3913,10122,9667,10122,10122,NA,10122,10122
"5430","M91626",100,100,100,100,100,100,NA,100,100,2.24867724867725,NA,3.99029982363316,NA,0.793650793650794,17.5485008818342,0.327725584443959,0.727513227513227,2.20458553791887,4536,1951,4536,4577,4536,4536,NA,4536,4536
"5431","M87013",99.9310344827586,86.5333333333333,100,71.4333333333333,100,86.36,NA,100,96.2727272727273,1.69371912491179,NA,3.5726887791108,NA,0.970359915314044,13.8496824276641,0.430617804728008,0.599858856739591,1.82604093154552,11336,4614,11336,11379,11336,11336,NA,11336,11336
"5432","M92015",100,100,100,100,100,100,NA,100,100,1.09158679446219,NA,2.12992545260916,NA,0.585729499467519,13.7113951011715,0.166349809885932,0.212992545260916,1.01171458998935,3756,1369,3756,4208,3756,3756,NA,3756,3756
"5433","M88022",100,95.4666666666667,89.3928571428572,22.8,55.1724137931034,99.2,NA,100,92.6363636363636,2.12005108556833,NA,4.16347381864623,NA,0.842911877394636,19.3358876117497,0.239298059026855,0.383141762452107,1.94125159642401,3915,1821,3915,3761,3915,3915,NA,3915,3915
"5434","M92019",100,100,100,95.3,98.6551724137931,77.72,NA,100,87.5454545454545,2.27662560424139,NA,3.11866521128957,NA,0.904412911273975,13.9872134726337,0.405300077942323,0.654919694370809,2.02713238733822,6413,2666,6413,6415,6413,6413,NA,6413,6413
"5435","M87601",77.8620689655173,88.4,64.3928571428572,62.9666666666667,79.9655172413793,47.16,NA,100,65.2727272727273,1.49232314535801,NA,3.5729659922514,NA,0.631367484574544,13.143923087961,0.20017157563626,0.516573396470082,1.49232314535801,6969,2472,6969,6994,6969,6969,NA,6969,6969
"5436","M91602",100,100,100,100,100,100,NA,100,100,1.95076637250348,NA,3.76219228982815,NA,0.696702275894101,15.0023223409196,0.669642857142857,0.743149094287041,1.53274500696702,2153,823,2153,2240,2153,2153,NA,2153,2153
"5437","M87008",83.3793103448276,100,93.6428571428571,100,89.1724137931034,99.8,NA,100,89.0909090909091,3.04745844374849,NA,4.81811611659841,NA,1.02384967477716,19.2363285955192,0.453785526630045,0.602264514574801,2.26451457480125,8302,4145,8302,8374,8302,8302,NA,8302,8302
"5438","M87014",100,96.6666666666667,94.75,64.3666666666667,87.7931034482759,100,NA,100,92.8181818181818,2.20036241263267,NA,3.9606523427388,NA,1.02252135645871,17.2016567434636,0.398903016704064,0.36241263266891,2.14858917939425,7726,3920,7726,8022,7726,7726,NA,7726,7726
"5439","M92007",100,100,100,100,100,100,NA,100,100,1.43454871488344,NA,3.18290496114764,NA,1.07591153616258,15.8696951583981,0.815567320074403,0.493126120741184,1.68858338314405,6692,2692,6692,6989,6692,6692,NA,6692,6692
"5440","M87617",76.5862068965517,99.1333333333333,97.2857142857143,98.8333333333333,93.3448275862069,100,NA,100,93.1818181818182,0.962530079064971,NA,2.69852182880715,NA,0.653145410794087,11.6534891715366,0.128555359151535,0.429700928154005,1.22035063595737,5818,1781,5818,6223,5818,5818,NA,5818,5818
"5441","M88038",100,94.9333333333333,94.5714285714286,73.6666666666667,75.8620689655173,82.04,NA,100,97.6363636363636,1.83597656808116,NA,4.67209601371625,NA,1.32876125160737,18.8098299757108,0.814003745857945,0.600085726532362,1.87883983426204,13998,5767,13998,13882,13998,13998,NA,13998,13998
"5442","M87011",85.2758620689655,87.7333333333333,93.5,74.8,89.1724137931034,90.68,NA,100,88.5454545454545,3.17245683378406,NA,3.98030649746897,NA,1.1441647597254,19.4508009153318,0.566003940533763,0.589418209555509,2.25712502600374,28842,14863,28842,27915,28842,28842,NA,28842,28842
"5443","M91008",100,100,99.0357142857143,100,100,85.4,NA,100,100,1.64491720583397,NA,3.11437657637899,NA,0.877289176444785,13.9598640201776,0.568475452196382,0.471542932339072,1.46945937054502,9119,3111,9119,9675,9119,9119,NA,9119,9119
"5444","M91013",100,100,100,100,100,100,NA,100,100,2.73433657912855,NA,3.73758237434838,NA,1.56388315137209,17.1732074358218,0.983542701334112,0.924559850496705,2.04583456280122,10167,4572,10167,10269,10167,10167,NA,10167,10167
"5445","M91021",98.7586206896552,99.1333333333333,100,100,100,79.56,NA,100,100,2.18443589425344,NA,4.04617103140127,NA,1.35286086632742,16.8424972073973,0.564759036144578,0.695047784535187,2.09755492118655,8057,3384,8057,7968,8057,8057,NA,8057,8057
"5446","M88633",100,100,94.75,100,100,93.28,NA,100,95.7272727272727,0.948248151719704,NA,2.78045644487303,NA,0.514304082288653,14.3362262937962,0.320279516669093,0.273224043715847,1.06075216972035,6222,2045,6222,6869,6222,6222,NA,6222,6222
"5447","M91623",100,91.5333333333333,100,100,100,100,NA,100,99.9090909090909,3.65720524017467,NA,4.91266375545851,NA,1.52838427947598,17.9039301310044,1.19232763089684,1.03711790393013,2.62008733624454,1832,949,1832,1929,1832,1832,NA,1832,1832
"5448","M87015",77.2758620689655,100,98.2142857142857,68.7666666666667,79.5172413793103,100,NA,100,93.5454545454545,3.53547459252157,NA,4.47027804410355,NA,1.47411313518696,22.7828379674017,0.782970393931979,0.599232981783317,2.6006711409396,8344,4307,8344,8174,8344,8344,NA,8344,8344
"5449","M92040",100,100,100,100,100,100,NA,100,100,1.50080400214401,NA,2.53707343219582,NA,1.13453635876362,13.4357691620511,0.608586911213006,0.750402001072003,1.45613721636591,11194,3981,11194,11995,11194,11194,NA,11194,11194
"5450","M87001",100,100,75.7857142857143,92.6666666666666,100,53.68,NA,100,83.4545454545455,2.87822878228782,NA,4.02952029520295,NA,0.708487084870849,20.280442804428,0.478254371543865,0.472324723247232,1.85977859778598,6775,3710,6775,6691,6775,6775,NA,6775,6775
"5451","M91660",100,100,99.3928571428571,100,100,88.56,NA,100,100,1.45497443963822,NA,2.43806527723162,NA,0.92410538733779,14.0188753440818,0.66160731659856,0.353912701533622,1.33700353912701,5086,1748,5086,5139,5086,5086,NA,5086,5086
"5452","M87003",86.3793103448276,97.8666666666667,77.0357142857143,56.0666666666667,65.8620689655173,59.72,NA,100,80.5454545454545,4.14061699292815,NA,4.91442041611151,NA,1.30675412524341,20.0573946909911,0.486707138371363,0.553448805985446,2.62888182843087,19514,10957,19514,19108,19514,19514,NA,19514,19514
"5453","M91029",100,100,100,100,100,100,NA,100,100,2.45718540580789,NA,3.53685778108712,NA,0.670141474311243,14.3149664929263,1.1302475780409,1.07967237527923,1.67535368577811,5372,1899,5372,5574,5372,5372,NA,5372,5372
"5454","M91624",100,100,89.4285714285714,42.4,74.8620689655173,72.96,NA,100,98.3636363636364,1.69074700276668,NA,3.96557024285275,NA,0.645557946510913,11.2818936366431,0.529986052998605,0.707039655702429,1.81371042114971,3253,1319,3253,3585,3253,3253,NA,3253,3253
"5455","M91016",100,100,99.4285714285714,100,100,94.88,NA,100,100,2.50663521085226,NA,3.7746977292834,NA,1.53347095252138,18.5048658212917,1.04666375926733,0.85520495429077,2.28546151577706,6782,2961,6782,6879,6782,6782,NA,6782,6782
"5456","M91609",100,100,100,100,100,100,NA,100,100,2.68762677484787,NA,3.54969574036511,NA,1.11561866125761,16.3286004056795,1.03244837758112,0.557809330628803,1.77484787018256,1972,894,1972,2034,1972,1972,NA,1972,1972
"5457","M88035",100,100,98.8571428571429,100,100,70.12,NA,100,96.6363636363636,1.67160959827447,NA,2.72310595847937,NA,0.808843354003775,15.9611755190078,0.399786780383795,0.62011323806956,1.37503370180642,3709,1405,3709,3752,3709,3709,NA,3709,3709
"5458","M92029",100,100,100,100,100,100,NA,100,100,2.76607437259571,NA,3.4804909324052,NA,1.44715149294743,18.9411980216157,0.86756373937677,0.531232826525005,2.25315991939916,5459,2777,5459,5648,5459,5459,NA,5459,5459
"5459","M91017",100,100,100,100,100,100,NA,100,100,3.42811849796889,NA,5.51867631031408,NA,2.28871495095611,21.2721688298821,0.901704320253666,1.18894283166551,3.58664420885762,10093,5513,10093,10092,10093,10093,NA,10093,10093
"5460","M87037",85,100,99.6428571428571,100,85.9310344827586,100,NA,100,97.7272727272727,3.09911453870323,NA,4.11311053984576,NA,0.928306198229077,18.6803770351328,0.428036383092563,0.457012282205084,2.07083690374179,7002,3723,7002,7476,7002,7002,NA,7002,7002
"5461","M88009",100,100,64.7857142857143,100,100,63.32,NA,100,80.6363636363637,1.33021176971374,NA,3.13929977652442,NA,0.851335532616793,15.8135575183569,0.528881053614021,0.553368096200915,1.51112057039481,9397,3589,9397,9643,9397,9397,NA,9397,9397
"5462","M88007",100,100,90.6785714285714,100,100,75.68,NA,100,100,2.15449290593799,NA,4.28796636889122,NA,1.27167630057803,16.962690488702,0.679781645895561,0.609563846558066,1.99684708355229,9515,4375,9515,9709,9515,9515,NA,9515,9515
"5463","M88016",100,100,100,100,100,100,NA,100,93.9090909090909,1.34589502018842,NA,2.69179004037685,NA,0.762673844773441,16.0610139075819,0.390777647518562,0.53835800807537,1.70480035890534,2229,961,2229,2559,2229,2229,NA,2229,2229
"5464","M88018",99.8620689655173,99.9333333333333,86.2857142857143,75.8333333333333,97.448275862069,80.24,NA,100,66.1818181818182,1.71871217622852,NA,3.74243524570322,NA,0.871459694989107,13.1638828370855,0.33235032532884,0.939239893488259,1.52989590898088,20655,8096,20655,21363,20655,20655,NA,20655,20655
"5465","M91621",100,91.8,100,100,100,100,NA,100,100,0.457984866587017,NA,2.78773397052967,NA,0.278773397052967,9.63759458383114,0.135922330097087,0.159299084030267,0.995619275189168,5022,1422,5022,5150,5022,5022,NA,5022,5022
"5466","M91006",100,97.9333333333333,100,100,100,100,NA,100,100,2.578660988881,NA,3.43032883841968,NA,1.6796782588124,15.4483084930211,0.936768149882904,0.757038088478827,2.01088242252188,4227,1763,4227,4270,4227,4227,NA,4227,4227
"5467","M87030",90.2068965517241,100,95.6071428571429,100,73.1379310344827,100,NA,100,89.6363636363636,3.07835820895522,NA,5.20055970149254,NA,1.14272388059702,19.5429104477612,0.412560165024066,0.652985074626866,2.09888059701492,4288,2194,4288,4363,4288,4288,NA,4288,4288
"5468","M92043",100,100,100,100,100,100,NA,100,100,2.45219675959714,NA,3.64910232082908,NA,0.846591738432346,14.4066559626332,0.560224089635854,0.525470734199387,2.23325062034739,6851,3456,6851,7140,6851,6851,NA,6851,6851
"5469","Y02636",100,80.8,96.25,84.8666666666667,100,98.24,NA,100,96.6363636363636,0.924424262082387,NA,1.50827116445021,NA,0.697372688939345,7.80084333441453,0.519210799584631,0.373013298734998,1.2163477132663,6166,1695,6166,6741,6166,6166,NA,6166,6166
"5470","M91647",100,100,100,100,100,100,NA,100,100,2.28388070970178,NA,4.36013590033975,NA,0.755001887504719,14.6470366175915,1.04674246525898,0.679501698754247,2.03850509626274,5298,2414,5298,5541,5298,5298,NA,5298,5298
"5471","M91650",100,83.5333333333333,78.8928571428571,29.4666666666667,99.4137931034483,60.36,NA,100,78.2727272727273,2.71909868919944,NA,4.89654425306034,NA,1.3649658758531,16.7045823854404,1.14628820960699,0.758314375473947,2.19911168887444,9231,4218,9231,9160,9231,9231,NA,9231,9231
"5472","M91616",100,100,100,100,100,91.92,NA,100,100,1.32265038789266,NA,4.3240493450337,NA,1.27177921912756,16.5712832252321,0.907143757087061,0.483276103268473,1.90766882869134,7863,3069,7863,7937,7863,7863,NA,7863,7863
"5473","M92001",91.3793103448276,91.8,99.5,36.8,72.2068965517241,53.88,NA,100,87.7272727272727,1.63156333432216,NA,2.58083654701869,NA,0.77128448531593,12.9041827350934,0.671532846715328,0.68229012162563,1.83921684959952,3371,1362,3371,3425,3371,3371,NA,3371,3371
"5474","M91010",100,100,100,100,100,100,NA,100,100,3.74126662159116,NA,4.90196078431373,NA,2.02839756592292,19.4388100067613,1.21733303551485,0.540906017579446,2.3439260761776,8874,4669,8874,8954,8874,8874,NA,8874,8874
"5475","M88026",100,99,100,76.5666666666667,100,84.44,NA,100,100,1.0852407261247,NA,2.70323599052881,NA,0.651144435674822,12.9636937647987,0.493566014454433,0.434096290449882,1.26282557221784,5068,1807,5068,5673,5068,5068,NA,5068,5068
"5476","M92009",100,99.2,100,97.3333333333333,100,86.32,NA,100,100,2.43796570932504,NA,3.29161542356941,NA,1.27324025175432,17.5938652969688,0.816568925840695,0.759603559285249,2.03284381103957,13823,5949,13823,13471,13823,13823,NA,13823,13823
"5477","M92004",100,100,100,100,100,100,NA,100,100,2.29390681003584,NA,3.11827956989247,NA,1.72043010752688,18.3154121863799,1.34761575673808,0.788530465949821,2.68817204301075,2790,1267,2790,2894,2790,2790,NA,2790,2790
"5478","M92041",100,84.1333333333333,100,100,95.2758620689655,84.24,NA,100,100,1.53407845715538,NA,1.95047118124041,NA,0.657462195923734,13.6971290817445,0.838529348527198,0.416392724085032,1.38067061143984,4563,1820,4563,4651,4563,4563,NA,4563,4563
"5479","M87027",87.9655172413793,99.0666666666667,94,55.2666666666667,76.1034482758621,100,NA,100,91.5454545454545,2.67778753292362,NA,4.19227392449517,NA,1.79982440737489,17.6470588235294,1.41781125387683,0.570676031606672,2.12906057945566,4556,1941,4556,4514,4556,4556,NA,4556,4556
