"Dispensing.Practice","IMD","Average.payments.per.registered.patient"
"Non-dispensing",8.974005351,134.04
"Non-dispensing",12.95969946,133.43
"Non-dispensing",5.194264959,111.06
"Non-dispensing",6.676501695,143.68
"Non-dispensing",9.32331969,160.95
"Non-dispensing",13.54672748,136.74
"Non-dispensing",15.00148913,150.5
"Non-dispensing",19.9329408,105.84
"Non-dispensing",15.3175656,133.87
"Non-dispensing",19.52157588,127.54
"Non-dispensing",9.018829407,145.32
"Non-dispensing",6.195673606,131.27
"Non-dispensing",9.954545968,144.39
"Non-dispensing",10.24731045,110.93
"Non-dispensing",5.434301308,120.46
"Non-dispensing",8.984092184,143.14
"Dispensing",11.71399938,318.64
"Non-dispensing",8.703213783,152.72
"Dispensing",17.06679734,294.22
"Non-dispensing",14.99986608,182.58
"Non-dispensing",13.29841922,157.84
"Non-dispensing",18.17386019,145.99
"Non-dispensing",21.92739934,167.07
"Dispensing",13.57343973,205.85
"Non-dispensing",14.03774959,176.91
"Non-dispensing",22.53767808,169.76
"Dispensing",9.757579258,161.86
"Non-dispensing",30.92270831,140.06
"Non-dispensing",15.52033607,196.9
"Non-dispensing",9.525735934,173.34
"Non-dispensing",13.9528765,160.65
"Non-dispensing",16.46739912,150.76
"Non-dispensing",14.59108541,155.23
"Dispensing",9.815584469,272.15
"Non-dispensing",9.543768208,129.37
"Non-dispensing",10.98456141,181.82
"Dispensing",10.66436863,336.31
"Non-dispensing",13.30424263,171.27
"Non-dispensing",20.20307797,151.42
"Non-dispensing",14.71605826,173.74
"Non-dispensing",5.993613751,150.71
"Non-dispensing",9.611634732,176
"Non-dispensing",17.40855462,197.41
"Non-dispensing",12.85004265,177.43
"Non-dispensing",25.21563427,163.83
"Dispensing",6.304021072,174.55
"Non-dispensing",21.90467317,162.08
"Dispensing",15.79949147,180.88
"Non-dispensing",13.66868196,190.36
"Non-dispensing",6.968262185,169.56
"Non-dispensing",22.03363853,194.43
"Non-dispensing",14.71033,167.18
"Non-dispensing",15.16288316,147.49
"Non-dispensing",15.34931391,167.69
"Non-dispensing",14.40435275,155.67
"Non-dispensing",21.08718794,150.45
"Dispensing",13.98937678,193.34
"Non-dispensing",9.990378327,153.75
"Non-dispensing",16.24743859,148.27
"Dispensing",11.70038478,197.33
"Non-dispensing",7.312431675,141.2
"Non-dispensing",8.227394823,161.94
"Non-dispensing",23.28174224,169.3
"Non-dispensing",14.44929099,187.85
"Dispensing",10.30282507,239.37
"Non-dispensing",21.60801905,149.12
"Non-dispensing",7.499821156,147.41
"Non-dispensing",21.29362844,171.23
"Non-dispensing",19.46705748,172.2
"Non-dispensing",28.13084234,165.42
"Dispensing",15.60767102,240.44
"Non-dispensing",10.37351132,178.23
"Non-dispensing",7.901862642,144.5
"Non-dispensing",10.71700981,162.81
"Non-dispensing",14.05914345,162.37
"Non-dispensing",11.10487078,162.35
"Non-dispensing",9.215403149,157.52
"Non-dispensing",9.417274733,191.92
"Non-dispensing",23.65848236,121.09
"Non-dispensing",9.797902469,138.89
"Non-dispensing",19.67596795,168.1
"Non-dispensing",7.857443014,139.34
"Non-dispensing",14.53511486,190.66
"Non-dispensing",20.8463738,168.25
"Non-dispensing",27.00421326,152.95
"Non-dispensing",19.70990475,199.37
"Non-dispensing",7.702688169,149.43
"Dispensing",12.87730705,291.02
"Non-dispensing",8.452029092,127.35
"Non-dispensing",26.9423438,142.44
"Non-dispensing",12.92994328,157.39
"Non-dispensing",23.13692184,176.73
"Non-dispensing",35.24827293,155.52
"Non-dispensing",27.86983592,150.1
"Non-dispensing",18.72800558,144.06
"Non-dispensing",21.21607146,142.07
"Non-dispensing",26.24078973,146.89
"Non-dispensing",31.34609959,171.66
"Non-dispensing",32.68010574,154.35
"Non-dispensing",13.56334887,151.58
"Non-dispensing",12.29686272,161.31
"Non-dispensing",13.60157159,153.1
"Non-dispensing",14.82783001,148.57
"Non-dispensing",27.17652466,154.37
"Non-dispensing",13.31495815,161.1
"Non-dispensing",25.49040534,150.96
"Non-dispensing",30.7433488,165.25
"Non-dispensing",29.20769598,156.48
"Non-dispensing",29.95265256,158.08
"Non-dispensing",23.42915239,147.01
"Non-dispensing",12.23323993,143.58
"Non-dispensing",29.29016293,161.22
"Non-dispensing",9.594669798,166.33
"Non-dispensing",29.7443022,147.07
"Non-dispensing",20.30683239,158.64
"Non-dispensing",27.41999523,143.01
"Non-dispensing",36.04248399,153.81
"Non-dispensing",21.88258014,178.4
"Non-dispensing",17.15385198,159.65
"Non-dispensing",23.12492805,155.15
"Non-dispensing",13.20811877,162.26
"Non-dispensing",20.86930822,226.97
"Non-dispensing",36.4813531,163.59
"Non-dispensing",27.13718493,126.33
"Non-dispensing",11.45143696,149.34
"Non-dispensing",28.70830134,156.36
"Non-dispensing",27.45388827,132.33
"Non-dispensing",25.28904935,144.49
"Non-dispensing",31.05528889,142.27
"Non-dispensing",21.85954925,143.6
"Non-dispensing",18.68738711,150.4
"Non-dispensing",32.26094968,162.74
"Non-dispensing",7.184862109,128.83
"Non-dispensing",9.501683284,173.09
"Non-dispensing",10.30947207,150.69
"Non-dispensing",8.806643845,161.95
"Non-dispensing",10.65437675,158.67
"Non-dispensing",7.964546566,126.85
"Non-dispensing",8.607822433,138.87
"Non-dispensing",10.82411778,154.37
"Non-dispensing",10.76024079,167.05
"Non-dispensing",11.91013571,134.76
"Non-dispensing",12.2985807,147.16
"Non-dispensing",12.67173583,127.97
"Non-dispensing",9.767720498,140.1
"Non-dispensing",12.84965202,165.53
"Non-dispensing",11.59341112,149.68
"Non-dispensing",10.68549311,203.12
"Non-dispensing",12.43523194,190.58
"Non-dispensing",9.0789453,151.9
"Non-dispensing",8.240897722,164.89
"Non-dispensing",11.86451415,150.22
"Non-dispensing",7.764468073,151.78
"Non-dispensing",12.78895356,153.77
"Non-dispensing",8.153778442,120.36
"Non-dispensing",12.9578405,161.29
"Non-dispensing",15.00048973,147.32
"Non-dispensing",6.143693653,142.39
"Non-dispensing",12.73002658,174.92
"Non-dispensing",13.49889114,150.93
"Non-dispensing",10.95182055,155.96
"Non-dispensing",12.48986836,144.59
"Non-dispensing",8.664886943,135.71
"Non-dispensing",14.23446232,135.98
"Non-dispensing",6.965537395,135.04
"Non-dispensing",12.60499383,150.7
"Non-dispensing",10.50481667,135.01
"Non-dispensing",10.67774389,160.16
"Non-dispensing",12.22574085,148.56
"Non-dispensing",9.884112319,140.65
"Non-dispensing",9.79758243,159.27
"Non-dispensing",14.40014099,153.97
"Non-dispensing",12.66371047,74.3
"Non-dispensing",17.77306958,122.93
"Non-dispensing",9.113416156,155.24
"Non-dispensing",11.49947179,110.43
"Non-dispensing",15.80282111,129.51
"Non-dispensing",22.39096862,149.41
"Non-dispensing",22.61351551,147.89
"Non-dispensing",16.33953877,87.05
"Non-dispensing",24.44359716,155.6
"Non-dispensing",8.486196673,155.91
"Non-dispensing",22.71754098,160.95
"Non-dispensing",15.75368693,125.05
"Non-dispensing",16.2446977,152.27
"Non-dispensing",13.89440049,151.39
"Non-dispensing",11.17526098,140.72
"Non-dispensing",9.17286682,148.04
"Non-dispensing",20.71939262,156.46
"Non-dispensing",14.38611926,154.12
"Non-dispensing",26.52225566,160
"Non-dispensing",22.37427483,169.96
"Non-dispensing",15.11713506,149.92
"Non-dispensing",7.614013498,134.31
"Non-dispensing",6.972101187,136.82
"Non-dispensing",8.844157519,120.51
"Non-dispensing",23.26499263,146.07
"Non-dispensing",14.31099151,186.55
"Non-dispensing",14.60305972,161.22
"Non-dispensing",8.609530481,142.3
"Non-dispensing",21.66095744,151.01
"Non-dispensing",19.55528353,213.15
"Non-dispensing",16.98780073,156.45
"Non-dispensing",24.35928276,166.29
"Non-dispensing",14.20005562,127.42
"Non-dispensing",18.54467228,133.63
"Non-dispensing",19.21413556,167.41
"Non-dispensing",15.25460741,127.26
"Non-dispensing",9.817170811,122.22
"Non-dispensing",8.799799967,144.63
"Non-dispensing",20.22446696,149.6
"Non-dispensing",13.71749068,131.33
"Non-dispensing",9.392580168,156.48
"Non-dispensing",8.634925963,120.23
"Non-dispensing",12.06455376,134.05
"Non-dispensing",7.776911038,147.72
"Non-dispensing",25.84932957,136.74
"Non-dispensing",14.23907653,120.68
"Non-dispensing",27.17663054,143.6
"Non-dispensing",15.84557698,136.51
"Non-dispensing",20.09552984,143.6
"Non-dispensing",14.44613032,139.62
"Non-dispensing",11.6511822,158.28
"Non-dispensing",13.73593342,153.47
"Non-dispensing",21.39285363,146.9
"Non-dispensing",16.70615691,135.44
"Non-dispensing",20.67432897,143.13
"Non-dispensing",20.26790854,146.16
"Non-dispensing",21.98086693,132.25
"Non-dispensing",14.28289615,139.65
"Non-dispensing",14.31441923,153.08
"Non-dispensing",16.20725555,132.19
"Non-dispensing",8.503332279,135.85
"Non-dispensing",19.61246211,129.73
"Non-dispensing",8.295409532,137.05
"Non-dispensing",21.39710265,190.6
"Non-dispensing",25.85280132,133.88
"Non-dispensing",8.741347747,124.65
"Non-dispensing",13.8153029,155.6
"Non-dispensing",8.682020111,120.33
"Non-dispensing",13.4982911,159.08
"Non-dispensing",20.12496795,141.14
"Non-dispensing",9.670129553,132.33
"Non-dispensing",15.59354855,142.32
"Non-dispensing",17.88266574,130.24
"Non-dispensing",19.20710316,145.77
"Non-dispensing",14.18764446,153.56
"Non-dispensing",11.61051808,127.65
"Non-dispensing",14.3819005,106.92
"Non-dispensing",7.264291199,132.63
"Non-dispensing",17.23742403,116.3
"Non-dispensing",29.12112172,222.02
"Non-dispensing",18.22821481,125.66
"Non-dispensing",20.14576434,138.9
"Non-dispensing",24.44810183,148.68
"Non-dispensing",10.61518757,133.7
"Non-dispensing",26.57057579,152.9
"Non-dispensing",10.03648156,177.55
"Non-dispensing",18.04542334,117.57
"Non-dispensing",17.6026338,187.49
"Non-dispensing",28.51291884,150.55
"Non-dispensing",14.12380116,202.36
"Non-dispensing",16.30182141,178.08
"Non-dispensing",17.89465428,150.29
"Non-dispensing",15.95268691,139.36
"Non-dispensing",15.66834172,175.65
"Non-dispensing",13.21678802,144.53
"Dispensing",15.76668612,308.93
"Non-dispensing",17.7050031,157.26
"Dispensing",16.060517,218.24
"Dispensing",15.16997082,346.79
"Non-dispensing",29.53817923,139.5
"Non-dispensing",12.71865989,222.42
"Dispensing",15.43929687,277.5
"Non-dispensing",24.23915414,167.79
"Non-dispensing",8.666861018,213.11
"Dispensing",14.25962996,230.59
"Non-dispensing",7.036346853,165.73
"Non-dispensing",24.51397343,122.95
"Dispensing",10.73771735,160.01
"Dispensing",16.15653185,385.92
"Non-dispensing",22.29995139,165.73
"Non-dispensing",13.6601962,140.4
"Non-dispensing",6.910923131,153.19
"Non-dispensing",19.62344863,135.46
"Non-dispensing",30.88743606,157.79
"Non-dispensing",8.018940586,170.74
"Non-dispensing",15.07988457,171.74
"Non-dispensing",13.94608217,158.7
"Non-dispensing",20.1042878,151.55
"Non-dispensing",23.00471693,169.18
"Dispensing",15.22392346,439.06
"Non-dispensing",14.02300276,174.92
"Non-dispensing",15.97236069,146.19
"Dispensing",11.05094098,194.59
"Non-dispensing",17.46703338,126.87
"Non-dispensing",10.08641051,186.98
"Non-dispensing",16.06169095,131.19
"Non-dispensing",16.76779681,165.36
"Non-dispensing",12.51394796,186.16
"Non-dispensing",12.28440947,131.86
"Dispensing",14.52593258,296.89
"Non-dispensing",19.37069703,157.65
"Non-dispensing",23.63471032,115.13
"Non-dispensing",29.47788752,159.04
"Dispensing",19.5863747,346.7
"Non-dispensing",22.01496876,166.63
"Dispensing",18.3470339,208.28
"Non-dispensing",10.2281395,145.07
"Dispensing",14.50861591,250.22
"Non-dispensing",11.78410832,200.75
"Dispensing",13.99599481,216.92
"Dispensing",18.54259643,337
"Non-dispensing",14.52338082,147.81
"Non-dispensing",14.29092652,142.54
"Dispensing",18.66693393,426.45
"Dispensing",16.15421956,378.63
"Non-dispensing",18.36425751,151.84
"Dispensing",13.44529777,371.85
"Non-dispensing",16.16097932,177.98
"Non-dispensing",13.2249798,169.04
"Non-dispensing",18.00280213,125.82
"Non-dispensing",15.180576,155.9
"Non-dispensing",15.28854441,166.32
"Non-dispensing",27.77540492,133.18
"Non-dispensing",32.07451346,173.26
"Non-dispensing",14.12638564,196.21
"Non-dispensing",10.29512814,158.42
"Non-dispensing",11.75483121,175.04
"Non-dispensing",12.2903859,184.91
"Non-dispensing",16.74134192,153.35
"Non-dispensing",23.52575538,118.44
"Non-dispensing",27.56759348,135.01
"Dispensing",11.5520908,153.24
"Non-dispensing",18.75989496,180.06
"Non-dispensing",14.94157974,183.59
"Non-dispensing",9.098432461,199.54
"Non-dispensing",12.05873803,160.32
"Non-dispensing",26.78973512,158.18
"Non-dispensing",13.00756907,149.02
"Non-dispensing",14.29136023,131.23
"Dispensing",11.98645612,302.62
"Non-dispensing",12.26152405,130.64
"Non-dispensing",7.808534425,133.97
"Non-dispensing",6.064369511,138.1
"Non-dispensing",14.70356467,127.43
"Non-dispensing",16.06463495,172.06
"Non-dispensing",28.08713819,128.04
"Non-dispensing",33.77499604,157.92
"Dispensing",12.75749163,161.64
"Non-dispensing",13.23911847,153.49
"Non-dispensing",21.86331816,141.84
"Non-dispensing",11.18982119,135.28
"Dispensing",12.68379598,297.83
"Non-dispensing",11.94273162,141.13
"Dispensing",13.90620766,303.01
"Non-dispensing",12.91059233,191.47
"Non-dispensing",30.88981343,125.38
"Non-dispensing",33.4908923,142.04
"Non-dispensing",13.29587495,138.79
"Non-dispensing",6.354087474,145.04
"Non-dispensing",9.401394405,121.64
"Non-dispensing",12.98923399,141.34
"Non-dispensing",15.06595442,145.7
"Dispensing",9.650942974,270.01
"Non-dispensing",21.04469951,148.78
"Non-dispensing",15.45082278,156.08
"Non-dispensing",15.9106852,160.42
"Dispensing",8.565745374,219.2
"Non-dispensing",38.23397639,164.81
"Non-dispensing",7.512969112,159.19
"Non-dispensing",35.13048684,134.06
"Non-dispensing",14.3167426,121.41
"Dispensing",7.998899018,211.45
"Non-dispensing",18.26506583,152.35
"Non-dispensing",11.90847855,119.58
"Non-dispensing",16.22767825,139.46
"Non-dispensing",15.16728373,124.94
"Non-dispensing",11.74719845,141.83
"Non-dispensing",22.75712259,136.06
"Dispensing",10.84144028,172.1
"Non-dispensing",12.4499219,179.64
"Non-dispensing",27.01320819,155.03
"Dispensing",9.890110017,257.41
"Non-dispensing",19.28524207,86.36
"Non-dispensing",29.26151485,140.51
"Non-dispensing",20.22001908,123.96
"Non-dispensing",22.62917365,156.32
"Non-dispensing",19.94755068,165.76
"Non-dispensing",37.47074322,142.78
"Non-dispensing",26.47310874,148.67
"Non-dispensing",26.04732184,131.19
"Non-dispensing",8.539895623,128.98
"Non-dispensing",27.0588942,190.96
"Non-dispensing",23.1529479,126.88
"Dispensing",9.31707038,175.05
"Dispensing",10.6649861,137.51
"Non-dispensing",4.151031185,128.99
"Non-dispensing",27.03315014,134.83
"Non-dispensing",14.64152627,148.97
"Non-dispensing",14.42838654,135.48
"Non-dispensing",6.194851044,163.98
"Dispensing",9.915108937,306.78
"Non-dispensing",4.600004136,134.37
"Non-dispensing",13.54545776,135.03
"Non-dispensing",31.10888128,185.28
"Non-dispensing",27.6134264,114.36
"Dispensing",5.485763526,182.61
"Dispensing",9.371880141,187.15
"Non-dispensing",10.66809154,144.47
"Non-dispensing",9.562966431,141.26
"Non-dispensing",24.71105013,130.37
"Dispensing",9.953118348,198.27
"Non-dispensing",14.37093798,134.07
"Non-dispensing",17.81094885,135.94
"Non-dispensing",25.77752565,150.3
"Non-dispensing",6.403365323,168.61
"Non-dispensing",8.918434318,147.82
"Dispensing",11.46171008,254.72
"Non-dispensing",15.6087437,147.49
"Non-dispensing",17.85850916,148.55
"Non-dispensing",4.707526411,132.29
"Non-dispensing",9.939088058,155.43
"Non-dispensing",7.37119084,153.21
"Non-dispensing",10.12595385,177.78
"Non-dispensing",15.38052783,173.58
"Non-dispensing",4.953855723,137.04
"Non-dispensing",14.88049626,140.83
"Dispensing",10.37460623,164.29
"Non-dispensing",13.176729,176.62
"Non-dispensing",7.092496786,129.85
"Non-dispensing",26.53288066,140.24
"Non-dispensing",10.88643262,156.15
"Dispensing",11.41805654,218.98
"Non-dispensing",23.59754295,146.42
"Non-dispensing",11.58217868,148.4
"Non-dispensing",30.2593792,152.23
"Non-dispensing",14.41790812,150.74
"Non-dispensing",11.85805757,154.86
"Non-dispensing",10.82732017,150.19
"Non-dispensing",12.66260201,158.06
"Non-dispensing",12.77393764,122.45
"Non-dispensing",6.063463817,127.86
"Non-dispensing",20.23707804,153.72
"Non-dispensing",19.22101841,143.6
"Non-dispensing",23.22365534,158.34
"Non-dispensing",16.23276043,133.73
"Non-dispensing",15.29578435,146.87
"Non-dispensing",22.80002796,156.82
"Non-dispensing",31.24774946,153.67
"Non-dispensing",19.61415819,163.9
"Non-dispensing",29.59595422,112.52
"Non-dispensing",11.35392202,183.89
"Non-dispensing",19.13579611,125.96
"Non-dispensing",27.54369559,146.13
"Non-dispensing",16.28588643,169.95
"Non-dispensing",33.73243387,121.84
"Dispensing",9.39437452,191.19
"Non-dispensing",9.614985685,146.32
"Non-dispensing",7.578873451,154.68
"Non-dispensing",8.783586995,134.43
"Non-dispensing",19.01644115,137.04
"Non-dispensing",27.5784321,133.29
"Dispensing",8.685770781,182.59
"Dispensing",5.638828445,211.5
"Non-dispensing",13.0353602,132.69
"Non-dispensing",12.74941294,164.36
"Dispensing",8.632059635,158.34
"Non-dispensing",8.664299963,138.29
"Non-dispensing",34.58161433,140.74
"Non-dispensing",17.67622923,102.52
"Non-dispensing",26.40421688,151.77
"Non-dispensing",14.77251394,156
"Dispensing",12.03594535,204.08
"Non-dispensing",14.31709414,142.25
"Dispensing",9.613080733,305.01
"Non-dispensing",11.9719608,156.54
"Non-dispensing",11.69375907,159.48
"Non-dispensing",12.9723976,156.79
"Non-dispensing",16.79498149,143.24
"Dispensing",11.87066548,207.29
"Non-dispensing",13.06994966,161.74
"Non-dispensing",16.09340253,164.09
"Non-dispensing",10.2996611,170.12
"Non-dispensing",15.17883042,154.12
"Non-dispensing",17.20558222,149.08
"Non-dispensing",14.72837614,171.7
"Dispensing",15.08903959,338.94
"Non-dispensing",16.09132457,168.32
"Non-dispensing",12.73801957,136.38
"Dispensing",11.59709548,253.38
"Non-dispensing",34.13735831,182.58
"Dispensing",13.60221893,197.23
"Non-dispensing",29.01371512,147.55
"Non-dispensing",12.82042223,168.04
"Dispensing",10.6785178,181.77
"Non-dispensing",23.33295257,136.94
"Non-dispensing",23.33080996,130.01
"Non-dispensing",15.49449588,156.2
"Non-dispensing",23.81424008,98.36
"Non-dispensing",16.11646543,125.56
"Dispensing",12.44911029,194.99
"Non-dispensing",34.60552696,137.68
"Non-dispensing",15.59706702,152.54
"Dispensing",15.06590895,168.43
"Non-dispensing",10.02376405,182.42
"Non-dispensing",13.32360729,154.06
"Dispensing",8.884862411,274.06
"Dispensing",7.920233111,325.51
"Non-dispensing",15.42044684,240.92
"Non-dispensing",20.73771794,165.59
"Non-dispensing",12.70810145,143.56
"Non-dispensing",15.25080885,162.68
"Dispensing",12.9705954,165.26
"Dispensing",14.47574348,185.86
"Non-dispensing",15.50266128,154.91
"Non-dispensing",11.68000089,166.77
"Non-dispensing",11.00442102,243.68
"Non-dispensing",13.61038522,141.82
"Non-dispensing",16.15783824,186.82
"Non-dispensing",14.15801576,146.05
"Dispensing",14.66454652,223.68
"Non-dispensing",12.49293676,118.89
"Dispensing",11.12334463,319.3
"Dispensing",11.79332095,293.92
"Dispensing",10.33058916,244.4
"Dispensing",12.0777803,299.83
"Dispensing",10.44240404,293.63
"Non-dispensing",11.8400404,233.16
"Non-dispensing",9.798491544,133.43
"Dispensing",15.33742228,323.35
"Dispensing",18.09822767,306.39
"Non-dispensing",16.86568732,222
"Non-dispensing",21.78342354,115.91
"Non-dispensing",20.02933712,137.92
"Non-dispensing",28.4153547,172.66
"Non-dispensing",24.03324371,174.6
"Non-dispensing",26.4441091,167.26
"Non-dispensing",12.60768875,195.68
"Non-dispensing",25.69132014,148.1
"Non-dispensing",23.75911393,137.71
"Non-dispensing",26.95532296,182.45
"Non-dispensing",26.29910677,184.23
"Non-dispensing",15.56577933,155.64
"Dispensing",20.96054241,361.07
"Non-dispensing",23.49796549,173.02
"Non-dispensing",20.58974347,195.52
"Non-dispensing",11.70558724,127.21
"Non-dispensing",11.85799096,129.03
"Dispensing",7.735676407,184.12
"Non-dispensing",15.96886517,152.11
"Non-dispensing",23.58277051,119.81
"Non-dispensing",6.763071784,131.03
"Non-dispensing",21.49758231,128.14
"Non-dispensing",4.366949186,134.66
"Dispensing",7.010525582,201.37
"Non-dispensing",9.466208989,129.21
"Non-dispensing",9.990138253,132.89
"Non-dispensing",10.4637569,148.71
"Non-dispensing",7.596110637,139.64
"Non-dispensing",12.64920518,134.44
"Dispensing",9.054326457,137.09
"Non-dispensing",13.25222315,132.74
"Non-dispensing",5.982014919,134.16
"Non-dispensing",20.83829724,156.06
"Non-dispensing",5.85351653,122.32
"Non-dispensing",23.52818018,128.85
"Dispensing",9.729292005,205.57
"Non-dispensing",4.158260984,159.01
"Non-dispensing",12.91043014,145.75
"Non-dispensing",25.50615718,130.2
"Non-dispensing",10.68994923,144.96
"Non-dispensing",28.53713649,140.82
"Non-dispensing",25.63478787,148.43
"Non-dispensing",8.065128797,147.87
"Non-dispensing",5.964077899,147.84
"Non-dispensing",23.57285704,142.04
"Non-dispensing",8.558657388,142.76
"Non-dispensing",7.877238581,142.07
"Non-dispensing",4.836976604,130.25
"Non-dispensing",29.6075524,131.73
"Dispensing",10.42629711,280.84
"Non-dispensing",8.078574816,136.61
"Dispensing",13.95671468,233.98
"Dispensing",6.481915885,207.08
"Non-dispensing",15.26991171,148.05
"Non-dispensing",11.07932504,161.87
"Non-dispensing",8.72587361,179.42
"Dispensing",7.084388195,141.69
"Non-dispensing",21.47497527,127.76
"Non-dispensing",12.06309546,154.69
"Non-dispensing",7.636103142,126.21
"Non-dispensing",7.878688808,136.06
"Non-dispensing",5.416718228,156.13
"Dispensing",4.765480243,154.8
"Non-dispensing",9.550914805,144.83
"Non-dispensing",7.550775466,109.68
"Non-dispensing",23.33626986,129.98
"Non-dispensing",5.457959442,142.64
"Dispensing",11.57582374,171.17
"Non-dispensing",20.66840289,143.45
"Non-dispensing",6.401621765,145.09
"Non-dispensing",23.19218174,117.08
"Non-dispensing",19.24352731,116.4
"Non-dispensing",23.32608062,150.32
"Non-dispensing",7.188548885,131.97
"Non-dispensing",23.01483487,205.65
"Non-dispensing",24.01985803,138.79
"Non-dispensing",14.77525098,134.36
"Non-dispensing",25.20391612,134.48
"Non-dispensing",3.933291177,128.39
"Non-dispensing",14.82040063,116.76
"Non-dispensing",7.801558691,129.73
"Non-dispensing",14.25554178,166.67
"Non-dispensing",7.65987967,144.43
"Dispensing",10.06183176,314.56
"Non-dispensing",15.61899671,116.03
"Non-dispensing",11.799484,114.36
"Non-dispensing",22.38625833,106.89
"Non-dispensing",13.0756081,120.68
"Non-dispensing",22.80698359,180.32
"Non-dispensing",8.588125367,215.01
"Non-dispensing",10.96499245,134.89
"Non-dispensing",20.04382348,163.34
"Non-dispensing",19.17680923,124.14
"Non-dispensing",8.267169263,107.74
"Non-dispensing",14.06276145,127.91
"Non-dispensing",23.66652011,125.34
"Non-dispensing",18.47095353,127.46
"Non-dispensing",6.637265994,122.87
"Non-dispensing",11.90976705,117.39
"Non-dispensing",15.8215553,115.08
"Non-dispensing",6.141517328,135.75
"Non-dispensing",24.90912953,133.65
"Non-dispensing",5.968071871,125.58
"Non-dispensing",12.37071828,130.83
"Dispensing",10.58460482,167.91
"Non-dispensing",6.123139392,132.86
"Non-dispensing",11.14478159,169.95
"Non-dispensing",13.95582907,113.27
"Non-dispensing",6.062972003,140.35
"Non-dispensing",3.404973209,127.55
"Non-dispensing",19.27508286,157.61
"Non-dispensing",12.7117543,126.51
"Non-dispensing",18.40192352,155.23
"Non-dispensing",10.62819685,179.34
"Non-dispensing",11.22665447,119.92
"Non-dispensing",17.76232198,115.39
"Non-dispensing",11.79993069,129.71
"Non-dispensing",7.717397572,147.17
"Non-dispensing",15.32796174,114.62
"Dispensing",7.937154291,136.96
"Non-dispensing",11.65459185,139.63
"Non-dispensing",17.12085398,128.2
"Non-dispensing",17.70718069,241.12
"Non-dispensing",23.1407993,125.71
"Non-dispensing",6.656840346,147.98
"Non-dispensing",11.4405934,138.6
"Non-dispensing",16.38479872,122
"Non-dispensing",9.636994171,147.28
"Non-dispensing",20.6457996,124.32
"Non-dispensing",14.32503957,135.26
"Non-dispensing",4.91447572,131.16
"Non-dispensing",15.44956163,135.07
"Non-dispensing",10.79942243,133.28
"Non-dispensing",13.52522744,136.88
"Non-dispensing",17.44725163,125.32
"Non-dispensing",17.0376727,116.49
"Non-dispensing",13.65040285,116.64
"Non-dispensing",8.781674334,130.88
"Non-dispensing",4.566269799,138.94
"Dispensing",7.729876221,197.38
"Dispensing",10.28136304,161.12
"Dispensing",4.174574876,190.64
"Non-dispensing",4.349250226,144.55
"Non-dispensing",14.17795348,116.75
"Non-dispensing",38.87218614,160.45
"Non-dispensing",12.34847462,153.49
"Non-dispensing",7.026101362,149.04
"Non-dispensing",11.72714182,141.17
"Non-dispensing",25.99570563,138.43
"Non-dispensing",18.45765931,142.52
"Dispensing",8.471127327,244.25
"Non-dispensing",25.58244068,112.2
"Non-dispensing",22.50379483,126.86
"Non-dispensing",6.661513921,144.26
"Non-dispensing",12.37950331,140.34
"Dispensing",10.96138827,278.95
"Dispensing",8.361205309,230.6
"Dispensing",6.443036047,151.42
"Non-dispensing",10.6459523,160.27
"Non-dispensing",11.17996569,116.93
"Non-dispensing",6.157605564,137.26
"Dispensing",9.992240901,208.88
"Non-dispensing",15.96908617,155.4
"Non-dispensing",40.98468533,133.26
"Non-dispensing",12.73295955,113.6
"Non-dispensing",10.15732369,126.43
"Non-dispensing",5.649779642,126.29
"Non-dispensing",6.252535733,133.65
"Non-dispensing",9.958936272,115.28
"Non-dispensing",11.06438274,110.86
"Dispensing",26.05460085,167.3
"Non-dispensing",25.1205521,145.85
"Non-dispensing",29.35914699,135.77
"Non-dispensing",20.79856043,165.19
"Non-dispensing",16.59422607,164.36
"Non-dispensing",16.13394048,152.68
"Dispensing",13.68553348,163.56
"Non-dispensing",20.75439634,143.67
"Non-dispensing",21.04706493,160.99
"Non-dispensing",22.10720887,159.63
"Non-dispensing",23.85579313,162.23
"Non-dispensing",26.64749184,151.02
"Non-dispensing",18.25809187,187.75
"Dispensing",13.3020694,205.25
"Dispensing",7.061871845,182.38
"Dispensing",10.86795172,214.19
"Non-dispensing",33.12563771,128.8
"Non-dispensing",15.72527824,170.23
"Dispensing",8.18338252,181.08
"Dispensing",9.520652182,230.42
"Non-dispensing",17.20319348,143.6
"Non-dispensing",29.52869671,131.39
"Non-dispensing",26.26396294,145.54
"Non-dispensing",27.05096192,144.47
"Dispensing",17.84395896,191.71
"Non-dispensing",21.69766562,138.29
"Non-dispensing",13.18291911,162.69
"Dispensing",11.97424039,254.2
"Non-dispensing",17.75301224,157
"Non-dispensing",24.48986219,160.7
"Non-dispensing",21.14140671,152.13
"Non-dispensing",15.03238462,153.03
"Non-dispensing",20.84862046,169.62
"Non-dispensing",30.87290254,151.37
"Non-dispensing",18.42639922,155.02
"Non-dispensing",23.40127202,139.77
"Non-dispensing",23.43536138,158.57
"Non-dispensing",15.53239217,155.61
"Non-dispensing",22.86816349,162.91
"Non-dispensing",32.93892038,138.25
"Dispensing",7.545144452,186.22
"Non-dispensing",24.60594649,129.99
"Non-dispensing",22.64777938,158.05
"Dispensing",7.41541798,220.37
"Dispensing",10.07588481,321.81
