"Dispensing.Practice","IMD","Average.payments.per.registered.patient"
"Non-dispensing",8.86250159,132.24
"Non-dispensing",22.84547158,135.76
"Dispensing",29.88951155,162.08
"Dispensing",8.575078918,253.25
"Dispensing",9.981697872,202.59
"Dispensing",11.05271865,260.26
"Dispensing",8.490024466,349.59
"Dispensing",13.50008986,177.14
"Dispensing",11.2085787,212.3
"Non-dispensing",31.35027781,124.68
"Non-dispensing",22.90279586,145.91
"Non-dispensing",11.9932001,163.17
"Non-dispensing",20.38521519,172.11
"Dispensing",11.43394915,201.18
"Dispensing",22.50300541,199.5
"Non-dispensing",9.363012867,130.46
"Non-dispensing",25.34550493,159.29
"Non-dispensing",10.13445148,160.24
"Non-dispensing",31.5757756,118.88
"Dispensing",7.655478175,197.95
"Non-dispensing",31.49030322,156.49
"Non-dispensing",20.74923638,130.96
"Dispensing",10.76634324,304.16
"Non-dispensing",7.329774488,145.89
"Non-dispensing",10.81829284,129.96
"Dispensing",13.38881295,304.61
"Non-dispensing",21.31270886,136.57
"Dispensing",7.196100461,213.53
"Non-dispensing",20.48542351,140.62
"Non-dispensing",9.107304288,176.84
"Non-dispensing",13.73887774,116.05
"Dispensing",8.184828458,155.08
"Non-dispensing",9.489270445,106.57
"Dispensing",6.609062204,200.37
"Non-dispensing",15.53226557,108.15
"Dispensing",8.709977734,186.08
"Dispensing",11.43253123,275
"Non-dispensing",14.86127967,112.19
"Dispensing",9.861442829,175.92
"Non-dispensing",8.772883885,140.32
"Dispensing",5.819844518,185.27
"Non-dispensing",9.338424306,102.99
"Non-dispensing",16.34176946,158.49
"Non-dispensing",19.96394023,139.82
"Non-dispensing",6.492706944,135.91
"Non-dispensing",10.1812273,127.22
"Non-dispensing",9.862466778,156.67
"Non-dispensing",18.77737202,147.54
"Dispensing",12.06798616,229.31
"Non-dispensing",31.88046702,209.05
"Non-dispensing",20.15270994,169.09
"Non-dispensing",9.027106355,139.15
"Dispensing",11.02879572,261.76
"Non-dispensing",7.187684421,149.89
"Non-dispensing",5.637161143,170.5
"Dispensing",8.028445085,166.51
"Dispensing",13.02990661,161.31
"Dispensing",8.963036122,196.25
"Non-dispensing",6.642194907,152.14
"Non-dispensing",9.87820965,137.12
"Non-dispensing",13.34942159,128.93
"Non-dispensing",10.31937762,138.86
"Dispensing",7.260643913,212.18
"Dispensing",9.62128287,214.29
"Non-dispensing",19.11198331,137.44
"Non-dispensing",15.90898984,105.73
"Non-dispensing",7.820351703,132.57
"Dispensing",9.554552887,234.68
"Dispensing",13.06331288,156.41
"Non-dispensing",9.587794594,128.72
"Dispensing",10.1296774,269.06
"Dispensing",13.65388433,302.99
"Dispensing",9.491578057,234.54
"Non-dispensing",14.14276103,138.7
"Non-dispensing",17.46602585,111.68
"Non-dispensing",19.23966012,150.59
"Non-dispensing",19.96472044,132.98
"Dispensing",12.05067954,230.4
"Non-dispensing",28.93029518,64.54
"Dispensing",5.250787215,228.76
"Non-dispensing",9.869814855,182.19
"Dispensing",8.449670638,133.76
"Non-dispensing",14.61990045,101.02
"Non-dispensing",6.358225067,118.65
"Non-dispensing",13.34854198,112.34
"Non-dispensing",10.83101651,134.36
"Non-dispensing",15.63955926,172.83
"Dispensing",7.499100241,171.84
"Dispensing",10.35509188,135.46
"Non-dispensing",9.299066143,145.94
"Non-dispensing",7.846628208,118.32
"Non-dispensing",7.495707543,157.13
"Non-dispensing",24.06602075,154.73
"Non-dispensing",31.72147288,215.54
"Non-dispensing",26.19792585,177.67
"Non-dispensing",16.28351251,158.87
"Non-dispensing",30.7944399,132.31
"Non-dispensing",25.27011871,173.66
"Non-dispensing",8.414408822,156.02
"Non-dispensing",39.65350668,149.67
"Non-dispensing",35.32112532,169.01
"Non-dispensing",9.189744269,174.31
"Non-dispensing",9.628398416,172.47
"Non-dispensing",11.42960636,154.7
"Non-dispensing",10.74447362,136.26
"Non-dispensing",11.55230513,163.39
"Non-dispensing",26.52158258,145.06
"Non-dispensing",33.12822505,152.94
"Non-dispensing",12.12537124,148.17
"Dispensing",11.6888472,199.98
"Non-dispensing",14.30727554,155.99
"Non-dispensing",7.535156805,154.6
"Dispensing",9.871683563,330.71
"Dispensing",9.690109194,288.5
"Non-dispensing",24.2718657,198.33
"Non-dispensing",21.91025661,140.7
"Non-dispensing",8.119603029,166.2
"Non-dispensing",19.63922926,129.52
"Non-dispensing",33.44004257,152.36
"Non-dispensing",24.04673418,150.25
"Non-dispensing",11.97057589,147.74
"Non-dispensing",11.04905216,157.55
"Non-dispensing",59.95554207,131.33
"Non-dispensing",12.12040968,146.49
"Non-dispensing",27.06395998,163.09
"Non-dispensing",10.32491708,187.4
"Non-dispensing",10.30557086,173.92
"Non-dispensing",11.58603638,169.86
"Dispensing",10.96562006,158.76
"Non-dispensing",31.24384578,191
"Non-dispensing",27.19937075,153.5
"Non-dispensing",44.74329582,138.99
"Non-dispensing",18.88624093,179.98
"Non-dispensing",20.21589249,164.38
"Dispensing",9.976736582,192.86
"Non-dispensing",36.68394016,168.32
"Non-dispensing",24.51286395,134.33
"Non-dispensing",19.29634929,169.38
"Non-dispensing",13.87646645,145.95
"Non-dispensing",11.20710805,145.67
"Non-dispensing",20.88491687,125.93
"Non-dispensing",33.7329512,152.96
"Non-dispensing",10.53713315,143.52
"Non-dispensing",28.45903336,162.64
"Non-dispensing",8.933077876,140.63
"Non-dispensing",11.1124089,128.7
"Dispensing",10.06660251,338.13
"Non-dispensing",13.70338992,150.92
"Non-dispensing",20.26175327,109.83
"Non-dispensing",23.50148167,168.54
"Non-dispensing",13.08860534,123.98
"Non-dispensing",11.35757483,166.49
"Non-dispensing",10.04390576,130.07
"Non-dispensing",26.97353504,139.94
"Non-dispensing",59.56963126,140.49
"Non-dispensing",24.15154208,149.71
"Dispensing",10.79144729,193.76
"Dispensing",11.14019187,189.94
"Non-dispensing",27.28741748,193.59
"Non-dispensing",42.74814388,171.02
"Non-dispensing",12.65221448,128.93
"Non-dispensing",11.05484197,140.61
"Non-dispensing",51.93200251,155.81
"Non-dispensing",46.36963597,175.3
"Non-dispensing",31.31714078,165.72
"Non-dispensing",11.59087873,147.81
"Non-dispensing",11.04261932,144.54
"Non-dispensing",9.752645758,148.95
"Non-dispensing",11.70665893,154.79
"Non-dispensing",10.44483712,138.02
"Non-dispensing",22.01353521,128.31
"Dispensing",9.52809775,253.36
"Non-dispensing",14.12541197,148.02
"Non-dispensing",20.49142356,124.59
"Non-dispensing",9.823188183,154.03
"Non-dispensing",12.4195398,139.99
"Non-dispensing",7.679921131,135.39
"Non-dispensing",13.66239996,155.03
"Non-dispensing",13.89608051,120.6
"Non-dispensing",6.810056317,125.17
"Non-dispensing",7.964193915,79.97
"Non-dispensing",8.363122286,113.25
"Non-dispensing",10.33850732,141.25
"Non-dispensing",18.71839109,146.66
"Non-dispensing",12.78241381,146.79
"Non-dispensing",7.301221008,115.29
"Non-dispensing",23.48448072,125.09
"Non-dispensing",55.51861385,192.2
"Non-dispensing",18.16243601,202.11
"Dispensing",19.19302122,270.09
"Dispensing",18.02082063,240.2
"Dispensing",17.60078273,214.29
"Dispensing",26.47701753,146.6
"Non-dispensing",22.71297819,153.24
"Dispensing",27.69909904,275.76
"Dispensing",28.1843899,190.1
"Dispensing",27.11191645,233.58
"Dispensing",20.48264461,321.01
"Dispensing",21.17684634,214.83
"Dispensing",19.18784813,385.13
"Dispensing",24.70191374,333.3
"Non-dispensing",12.10130623,468.95
"Dispensing",19.56152145,225.37
"Dispensing",25.49157743,241.5
"Dispensing",21.15070772,281.62
"Dispensing",20.46249991,240.49
"Non-dispensing",23.52278662,165.98
"Non-dispensing",19.1985627,227.72
"Non-dispensing",22.21539516,150.24
"Dispensing",24.16401275,254.49
"Dispensing",18.82180319,190.59
"Non-dispensing",24.02871002,162.56
"Dispensing",25.51738263,228.17
"Dispensing",20.70800804,248.18
"Dispensing",31.33305433,194.07
"Non-dispensing",27.71671691,184.6
"Dispensing",20.69159247,362.79
"Non-dispensing",34.97265767,190.24
"Non-dispensing",16.21122865,156.95
"Dispensing",24.61929716,337.26
"Dispensing",19.44803295,362.2
"Non-dispensing",19.87327023,153.3
"Dispensing",26.96251404,265.5
"Dispensing",31.36383829,254.47
"Dispensing",17.80930544,169.46
"Dispensing",19.13068272,249.14
"Dispensing",20.00116869,320.37
"Dispensing",22.32004254,437.49
"Dispensing",24.80762939,376.44
"Non-dispensing",18.27249401,161.96
"Dispensing",14.8174614,375.71
"Non-dispensing",16.59249243,153.45
"Dispensing",24.71803338,294.04
"Non-dispensing",30.06172101,189.03
"Dispensing",26.34417365,289.14
"Dispensing",25.78984078,249.52
"Non-dispensing",16.41615416,128.84
"Non-dispensing",14.77722418,160.35
"Non-dispensing",24.10099203,135.42
"Non-dispensing",15.46967127,155.28
"Non-dispensing",20.68721771,180.24
"Non-dispensing",34.66112408,275.38
"Non-dispensing",12.03990882,194.29
"Non-dispensing",24.92545202,168.05
"Dispensing",17.3975842,218.61
"Non-dispensing",10.78202908,205.13
"Dispensing",23.19864595,336.03
"Non-dispensing",27.17906698,167.14
"Non-dispensing",24.24070395,163.33
"Non-dispensing",37.70737904,153.99
"Non-dispensing",14.32101472,122
"Non-dispensing",28.44988873,128.1
"Non-dispensing",23.01008032,169.31
"Dispensing",16.50629231,259.14
"Non-dispensing",12.62434735,165.33
"Dispensing",21.07031951,350.6
"Non-dispensing",17.98692681,150.21
"Dispensing",22.73785615,373.28
"Dispensing",19.34174904,260.57
"Non-dispensing",40.45539179,148.23
"Non-dispensing",34.06448609,172.93
"Non-dispensing",33.80960473,144.57
"Non-dispensing",40.72978655,171.48
"Dispensing",11.80827117,245.83
"Non-dispensing",18.43524708,177.12
"Dispensing",19.48591799,204.02
"Non-dispensing",12.61105509,157.79
"Dispensing",18.21649539,212.68
"Non-dispensing",28.25186484,137.74
"Dispensing",13.4143526,184.5
"Non-dispensing",12.10161251,161.69
"Non-dispensing",17.03734347,144.8
"Non-dispensing",17.58808936,151.21
"Dispensing",15.11334122,363.63
"Non-dispensing",12.20627086,173.95
"Non-dispensing",17.63773577,139.67
"Non-dispensing",17.70816332,169.35
"Non-dispensing",14.48391236,176.17
"Non-dispensing",21.29414208,180.48
"Non-dispensing",17.46388032,160.26
"Non-dispensing",19.45183766,167.97
"Non-dispensing",14.3334688,173.66
"Non-dispensing",12.44776689,222.64
"Non-dispensing",20.36604458,168.98
"Dispensing",13.63564395,225.9
"Non-dispensing",13.11927053,171.35
"Non-dispensing",20.11023153,136.92
"Non-dispensing",16.16792528,157.86
"Non-dispensing",12.21478763,162.63
"Non-dispensing",15.80406042,141.93
"Non-dispensing",10.06260259,215.24
"Non-dispensing",25.33428166,177.1
"Dispensing",26.78074018,214.36
"Non-dispensing",20.13382953,164.79
"Non-dispensing",36.27760304,160.73
"Non-dispensing",30.53042652,144.4
"Non-dispensing",22.23549252,159.75
"Non-dispensing",15.90659349,164.22
"Non-dispensing",33.41138662,138.53
"Non-dispensing",14.5939253,137.37
"Non-dispensing",12.99574491,160.21
"Dispensing",10.33538653,316.57
"Non-dispensing",16.46083866,167.19
"Non-dispensing",23.20412799,206.84
"Non-dispensing",16.35872198,156.38
"Non-dispensing",20.22659772,201.48
"Dispensing",13.3804089,234.97
"Dispensing",19.96309007,260.69
"Non-dispensing",13.66265622,169.03
"Non-dispensing",20.2457196,154.54
"Dispensing",12.74387844,220.8
"Non-dispensing",15.30502486,190.81
"Non-dispensing",9.267377612,180.58
"Non-dispensing",26.8192877,178.03
"Non-dispensing",10.53956112,163.27
"Dispensing",14.96853319,311.52
"Non-dispensing",15.77375426,146.63
"Dispensing",11.75218886,151.67
"Dispensing",17.52302911,216
"Dispensing",14.80450101,194.2
"Non-dispensing",28.65420208,167.38
"Dispensing",19.72142121,238.88
"Non-dispensing",24.36557451,163.73
"Non-dispensing",30.36778703,177.42
"Non-dispensing",36.35536895,219.65
"Non-dispensing",40.02347838,162.64
"Non-dispensing",23.21900569,153.52
"Dispensing",8.745037456,298.78
"Non-dispensing",30.11229718,137.62
"Non-dispensing",14.01917663,173.37
"Dispensing",16.73419179,164.81
"Non-dispensing",13.91718122,149.12
"Dispensing",23.66687128,349.26
"Non-dispensing",24.62175285,164.43
"Dispensing",14.11909884,348.94
"Non-dispensing",16.13355061,181.87
"Non-dispensing",21.55912088,178.17
"Non-dispensing",12.9839782,133.06
"Non-dispensing",17.95156337,149.74
"Non-dispensing",20.36153204,148.76
"Dispensing",16.02298824,344.79
"Non-dispensing",30.47987265,155.21
"Dispensing",16.81691026,270.15
"Non-dispensing",45.30117609,197.46
"Non-dispensing",10.62842232,132.76
"Non-dispensing",16.70366707,171.29
"Dispensing",7.766220088,348.94
"Non-dispensing",35.20356626,171.14
"Non-dispensing",22.04725345,124.06
"Non-dispensing",54.33342494,146.06
"Non-dispensing",26.00775593,134.04
"Non-dispensing",14.84201304,182.33
"Dispensing",24.51085575,437.41
"Non-dispensing",24.51637643,146.73
"Non-dispensing",15.37206268,142.56
"Dispensing",9.785194993,268.31
"Non-dispensing",9.008629334,168.02
"Dispensing",16.00835293,303.91
"Non-dispensing",11.92503749,154.52
"Non-dispensing",17.83732604,155.89
"Non-dispensing",17.68995875,158.25
"Non-dispensing",10.35786421,160.48
"Dispensing",18.63422318,195.39
"Dispensing",10.15088437,165.08
"Non-dispensing",9.61500344,152.76
"Non-dispensing",7.279687477,145.69
"Dispensing",6.049010337,186.48
"Non-dispensing",11.81010523,154.13
"Dispensing",17.02670898,235.54
"Non-dispensing",17.25751383,141.32
"Non-dispensing",14.89245806,159.38
"Dispensing",17.72103247,220.66
"Non-dispensing",11.12315097,186.78
"Non-dispensing",22.28991936,178.91
"Dispensing",7.562643105,226.54
"Dispensing",22.30597809,232.04
"Dispensing",20.32743817,328.23
"Non-dispensing",12.19786738,131.1
"Dispensing",11.95615185,234.7
"Non-dispensing",12.7520449,197.92
"Non-dispensing",12.71992392,158.5
"Non-dispensing",19.00104382,143.24
"Non-dispensing",9.648265025,154.85
"Dispensing",16.13787781,222.35
"Dispensing",11.02519633,245.66
"Non-dispensing",11.99895876,153.11
"Non-dispensing",6.218735532,159.1
"Non-dispensing",13.93126337,140.87
"Dispensing",10.27143962,193.19
"Dispensing",15.3590098,221.13
"Non-dispensing",23.30210693,183.57
"Non-dispensing",9.866593535,181.15
"Non-dispensing",8.441848578,152.96
"Non-dispensing",17.33629109,171.67
"Non-dispensing",20.63511193,161.45
"Dispensing",7.237167718,258.71
"Non-dispensing",34.90064182,170.95
"Dispensing",8.507974883,228.23
"Non-dispensing",14.14611464,167.21
"Non-dispensing",20.60817782,161.42
"Non-dispensing",16.01822356,142.58
"Dispensing",11.39521749,175.13
"Dispensing",13.56615489,259
"Non-dispensing",9.357503534,166.27
"Non-dispensing",10.14555511,127.78
"Dispensing",12.63237761,298.57
"Dispensing",19.28458799,230.79
"Non-dispensing",13.48898099,150.75
"Dispensing",19.00986039,245.52
"Dispensing",12.67969146,250.1
"Non-dispensing",13.12895214,165.08
"Non-dispensing",13.04381341,161.26
"Non-dispensing",12.38427772,188.62
"Dispensing",10.13598038,268.59
"Dispensing",12.30861274,196.27
"Non-dispensing",31.59591849,147.19
"Non-dispensing",15.40854344,169.21
"Dispensing",19.96967726,215.24
"Dispensing",16.4432268,200.84
"Non-dispensing",13.80501894,153.58
"Dispensing",19.87991497,246.15
"Non-dispensing",15.09352644,148.76
"Non-dispensing",14.79140528,121.37
"Non-dispensing",17.74693683,144.43
"Non-dispensing",14.75732288,170.98
"Dispensing",26.28960779,408.29
"Non-dispensing",17.01418641,174.23
"Non-dispensing",19.18644829,146.27
"Non-dispensing",14.9081926,176.5
"Non-dispensing",18.10250181,172.39
"Non-dispensing",27.01524103,177.82
"Non-dispensing",25.23189223,178.67
"Non-dispensing",10.94521057,156.36
"Non-dispensing",17.82094914,168.34
"Dispensing",18.00820022,360.38
"Non-dispensing",25.434883,143.94
"Non-dispensing",18.3593512,144.04
"Non-dispensing",21.0347581,261.99
"Non-dispensing",20.51872584,151.62
"Dispensing",17.4932349,317.01
"Non-dispensing",20.97190282,175.06
"Dispensing",14.01760247,242.37
"Non-dispensing",9.767131022,151.88
"Non-dispensing",18.3632984,162.8
"Non-dispensing",18.67644829,153.4
"Dispensing",18.1371538,299.16
"Non-dispensing",26.80699945,158.19
"Non-dispensing",14.53846019,178.25
"Non-dispensing",15.9107391,174.9
"Non-dispensing",20.26781358,235.28
"Non-dispensing",15.51549475,197.54
"Non-dispensing",20.53712878,137.51
"Dispensing",14.3701198,268.07
"Non-dispensing",14.80572767,156.61
"Dispensing",17.59977984,261.41
"Non-dispensing",14.95495896,164.97
"Non-dispensing",24.68107773,150.43
"Dispensing",13.65598368,204.79
"Dispensing",17.82809257,347.77
"Dispensing",16.62030258,254.57
"Non-dispensing",18.72191322,153.25
"Non-dispensing",13.43433735,200.22
"Non-dispensing",27.96346709,160.58
"Non-dispensing",15.69840429,181.77
"Dispensing",14.75455632,360.91
"Dispensing",17.40364761,245.83
"Non-dispensing",22.67955952,167.89
"Non-dispensing",20.79644531,163.87
"Non-dispensing",17.99477844,159.92
"Non-dispensing",28.40841715,141.41
"Non-dispensing",18.95131627,162.35
"Non-dispensing",16.36474549,163.42
"Dispensing",16.39888833,270.39
"Non-dispensing",11.57611836,188.91
"Dispensing",18.15554699,229.55
"Dispensing",16.97168983,229.31
"Non-dispensing",25.60153156,159.54
"Non-dispensing",24.54831556,149.34
"Dispensing",24.24482767,280.84
"Non-dispensing",14.0124931,207.13
"Dispensing",13.75285215,323.26
"Non-dispensing",24.44403056,162.33
"Non-dispensing",12.92355458,161.33
"Dispensing",15.02010734,271.26
"Non-dispensing",20.65782361,182.99
"Dispensing",15.76633215,296.43
"Non-dispensing",23.17187963,156.35
"Non-dispensing",25.41432892,137.39
"Dispensing",17.12096575,203.85
"Non-dispensing",28.12836522,162.76
"Non-dispensing",13.45730654,128.95
"Dispensing",9.072145045,295.9
"Non-dispensing",22.81786082,130.05
"Dispensing",20.04582998,334.44
"Non-dispensing",26.66583966,162.82
"Dispensing",16.54892238,359.19
"Non-dispensing",15.29572204,182.93
"Non-dispensing",20.51350531,149.63
"Dispensing",23.71729549,166.49
"Non-dispensing",32.72567938,160.02
"Dispensing",20.87031328,351.88
"Non-dispensing",24.74011804,134.41
"Non-dispensing",24.71885901,144.76
"Non-dispensing",11.58224717,143.1
"Dispensing",20.0430621,188.74
"Dispensing",19.89538908,314.82
"Non-dispensing",19.0524186,141.53
"Non-dispensing",18.32929402,138.45
"Non-dispensing",5.404348618,135.17
"Dispensing",12.71683409,318.62
"Non-dispensing",14.86025692,138.41
"Dispensing",14.28492367,323.38
"Non-dispensing",18.20722235,187.71
"Non-dispensing",16.91903922,151.12
"Non-dispensing",17.53606113,128.04
"Dispensing",17.32779004,345.3
"Non-dispensing",15.82902031,175.67
"Non-dispensing",21.73678229,167.85
"Non-dispensing",20.83954418,141.54
"Dispensing",17.52593614,181.63
"Dispensing",17.60593152,358.65
"Non-dispensing",18.3066919,140.74
"Dispensing",16.5363784,378.79
"Dispensing",15.78740475,276.93
"Non-dispensing",18.59691642,166.56
"Dispensing",21.79721793,258.65
"Non-dispensing",16.99777001,146.37
"Dispensing",22.15513428,316.33
"Non-dispensing",29.36013505,139.42
"Non-dispensing",26.59670429,145.99
"Non-dispensing",18.51477389,191.63
"Dispensing",18.31067944,255.98
"Non-dispensing",17.91021633,147.56
"Non-dispensing",52.62023778,150.22
"Non-dispensing",16.80694609,169.86
"Non-dispensing",11.42836173,158.7
"Non-dispensing",18.00707469,147.69
"Dispensing",19.23286951,350.16
"Dispensing",21.73359284,218.04
"Dispensing",14.01905146,197.48
"Non-dispensing",15.65701622,177.34
"Non-dispensing",19.74076768,135.69
"Dispensing",16.18768924,298.46
